# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/1702.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1702.1.all.q/B_tot_2/counts.txt" "/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam
Tb05.5K5.420	5K5_v5.1	122167	123255	-	1089	9
Tb05.5K5.430	5K5_v5.1	124429	125868	-	1440	0
Tb05.5K5.440	5K5_v5.1	127693	129411	-	1719	0
Tb05.5K5.450	5K5_v5.1	131259	132734	-	1476	0
Tb05.5K5.460	5K5_v5.1	134559	136277	-	1719	0
Tb05.5K5.470	5K5_v5.1	137939	139749	-	1811	18
Tb05.5K5.480	5K5_v5.1	141766	143448	-	1683	3
Tb05.5K5.490	5K5_v5.1	144327	145871	-	1545	0
Tb05.5K5.500	5K5_v5.1	146132	147163	-	1032	48
Tb05.5K5.510	5K5_v5.1	147286	148407	-	1122	0
Tb05.5K5.520	5K5_v5.1	149334	150908	-	1575	0
Tb05.5K5.530	5K5_v5.1	152786	154174	-	1389	0
Tb05.5K5.540	5K5_v5.1	155811	157295	-	1485	2
Tb09.v4.0179	tryp_IXb-6g03.q1c	1986	3404	+	1419	0
Tb09.v4.0180	tryp_IXb-6g03.q1c	6546	7566	+	1021	1
Tb09.v4.0181	tryp_IXb-6g03.q1c	8812	9372	+	561	0
Tb09.v4.0182	tryp_IXb-6g03.q1c	10340	11812	+	1473	0
Tb09.v4.0183	tryp_IXb-6g03.q1c	13756	15424	+	1669	0
Tb09.v4.0184	tryp_IXb-6g03.q1c	17293	20432	+	3140	0
Tb09.v4.0185	tryp_IXb-6g03.q1c	20550	22070	+	1521	0
Tb09.v4.0186	tryp_IXb-6g03.q1c	24548	25933	+	1386	0
Tb09.v4.0187	tryp_IXb-6g03.q1c	28025	29405	+	1381	0
Tb09.v4.0188	tryp_IXb-6g03.q1c	32777	33399	+	623	0
Tb09.v4.0088	tryp_IXb-218d07.p1c	2332	3705	+	1374	0
Tb09.v4.0089	tryp_IXb-218d07.p1c	4551	6149	+	1599	0
Tb09.v4.0090	tryp_IXb-218d07.p1c	6358	7772	+	1415	0
Tb09.v4.0091	tryp_IXb-218d07.p1c	10504	11947	+	1444	1
Tb09.v4.0092	tryp_IXb-218d07.p1c	13114	14654	+	1541	0
Tb09.v4.0093	tryp_IXb-218d07.p1c	16620	17365	+	746	0
Tb09.v4.0094	tryp_IXb-218d07.p1c	19292	19716	+	425	0
Tb09.v4.0095	tryp_IXb-218d07.p1c	20410	20616	+	207	0
Tb09.v4.0096	tryp_IXb-218d07.p1c	20666	22117	+	1452	0
Tb09.v4.0097	tryp_IXb-218d07.p1c	23380	24316	+	937	0
Tb09.v4.0098	tryp_IXb-218d07.p1c	24714	25607	+	894	0
Tb09.v4.0099	tryp_IXb-218d07.p1c	35973	37307	-	1335	0
Tb09.v4.0100	tryp_IXb-218d07.p1c	38872	39682	+	811	0
Tb09.v4.0101	tryp_IXb-218d07.p1c	40850	41817	+	968	0
Tb09.v4.0102	tryp_IXb-218d07.p1c	41927	43444	+	1518	0
Tb09.v4.0103	tryp_IXb-218d07.p1c	46019	47563	+	1545	0
Tb09.v4.0104	tryp_IXb-218d07.p1c	52495	54701	-	2207	56
Tb09.v4.0105	tryp_IXb-218d07.p1c	58803	60664	-	1862	117
Tb09.v4.0106	tryp_IXb-218d07.p1c	69663	72842	+	3180	629
Tb09.v4.0107	tryp_IXb-218d07.p1c	86848	88417	+	1570	409
Tb09.v4.0108	tryp_IXb-218d07.p1c	89207	89997	+	791	546
Tb09.v4.0109	tryp_IXb-218d07.p1c	92013	92989	+	977	366
Tb09.v4.0110	tryp_IXb-218d07.p1c	94256	95130	+	875	652
Tb09.v4.0111	tryp_IXb-218d07.p1c	96984	98692	+	1709	304
Tb09.v4.0112	tryp_IXb-218d07.p1c	105151	108768	+	3618	165
Tb09.v4.0113	tryp_IXb-218d07.p1c	108154	111523	+	3370	163
Tb09.v4.0114	tryp_IXb-218d07.p1c	114298	115840	+	1543	11
Tb09.v4.0115	tryp_IXb-218d07.p1c	116895	117916	+	1022	10
Tb09.v4.0116	tryp_IXb-218d07.p1c	118489	120397	+	1909	6
Tb09.v4.0117	tryp_IXb-218d07.p1c	126248	127413	+	1166	17
Tb09.v4.0118	tryp_IXb-218d07.p1c	127605	128701	+	1097	16
Tb09.v4.0119	tryp_IXb-218d07.p1c	129945	132858	+	2914	103
Tb09.v4.0120	tryp_IXb-218d07.p1c	133495	135030	+	1536	2
Tb09.v4.0121	tryp_IXb-218d07.p1c	141195	142815	-	1621	0
Tb09.v4.0122	tryp_IXb-218d07.p1c	143073	143711	-	639	0
Tb09.v4.0123	tryp_IXb-218d07.p1c	146312	147872	-	1561	1
Tb09.v4.0124	tryp_IXb-218d07.p1c	148045	151358	-	3314	101
Tb09.v4.0125	tryp_IXb-218d07.p1c	149035	157031	-	7997	342
Tb09.v4.0126	tryp_IXb-218d07.p1c	158851	160416	-	1566	1
Tb09.v4.0127	tryp_IXb-218d07.p1c	161561	163228	-	1668	0
Tb09.v4.0128	tryp_IXb-218d07.p1c	165027	165362	-	336	0
Tb09.v4.0129	tryp_IXb-218d07.p1c	166233	167801	-	1569	0
Tb09.v4.0130	tryp_IXb-218d07.p1c	168184	169178	-	995	7
Tb09.v4.0131	tryp_IXb-218d07.p1c	170499	172037	-	1539	0
Tb09.v4.0132	tryp_IXb-218d07.p1c	172157	173247	-	1091	4
Tb09.v4.0133	tryp_IXb-218d07.p1c	174445	175866	-	1422	0
Tb09.v4.0134	tryp_IXb-218d07.p1c	176900	178362	-	1463	0
Tb09.v4.0135	tryp_IXb-218d07.p1c	179572	179721	-	150	0
Tb09.v4.0136	tryp_IXb-218d07.p1c	180545	182086	-	1542	6
Tb09.v4.0137	tryp_IXb-218d07.p1c	183067	189712	-	6646	34
Tb09.v4.0138	tryp_IXb-218d07.p1c	190034	190903	-	870	0
Tb09.v4.0139	tryp_IXb-218d07.p1c	192547	194108	-	1562	0
Tb09.v4.0140	tryp_IXb-218d07.p1c	194282	194569	-	288	1
Tb09.v4.0141	tryp_IXb-218d07.p1c	196593	198101	-	1509	1
Tb09.v4.0142	tryp_IXb-218d07.p1c	198172	200853	-	2682	1
Tb09.v4.0143	tryp_IXb-218d07.p1c	202563	208284	-	5722	67
Tb09.v4.0144	tryp_IXb-218d07.p1c	210877	212342	-	1466	0
Tb09.v4.0145	tryp_IXb-218d07.p1c	214778	216160	-	1383	0
Tb09.v4.0061	tryp_IXb-1c10.p1c	4492	5957	+	1466	1
Tb09.v4.0062	tryp_IXb-1c10.p1c	7580	8179	+	600	0
Tb09.v4.0063	tryp_IXb-1c10.p1c	8293	9943	+	1651	5
Tb09.v4.0064	tryp_IXb-1c10.p1c	10897	13718	+	2822	504
Tb09.v4.0065	tryp_IXb-1c10.p1c	14768	15749	-	982	2993
Tb11.0290	tryp_XI-1036e06.p1k	1731	2390	+	660	1080
Tb11.0300	tryp_XI-1036e06.p1k	3677	4461	+	785	452
Tb11.0310	tryp_XI-1036e06.p1k	5380	6420	+	1041	494
Tb11.0320	tryp_XI-1036e06.p1k	7189	10111	+	2923	1736
Tb11.0330	tryp_XI-1036e06.p1k	10367	12996	+	2630	4879
Tb11.0340	tryp_XI-1036e06.p1k	13177	14908	+	1732	701
Tb11.0350	tryp_XI-1036e06.p1k	15455	17223	+	1769	577
Tb11.0360	tryp_XI-1036e06.p1k	17537	20240	+	2704	563
Tb11.0370	tryp_XI-1036e06.p1k	21266	24854	+	3589	733
Tb11.0380	tryp_XI-1036e06.p1k	25233	26986	+	1754	644
Tb11.0390	tryp_XI-1036e06.p1k	29081	29734	+	654	3431
Tb11.0400	tryp_XI-1036e06.p1k	31022	32483	+	1462	1641
Tb11.0410	tryp_XI-1036e06.p1k	32839	33764	+	926	482
Tb11.0420	tryp_XI-1036e06.p1k	34536	35719	+	1184	524
Tb09.v4.0021	TP26P4-3b07.q1k	2506	4111	-	1606	0
Tb09.v4.0022	TP26P4-3b07.q1k	5299	6702	-	1404	0
Tb09.v4.0023	TP26P4-3b07.q1k	8266	9666	-	1401	0
Tb09.v4.0024	TP26P4-3b07.q1k	10372	11481	-	1110	3
Tb09.v4.0025	TP26P4-3b07.q1k	12175	23012	-	10838	89
Tb09.v4.0026	TP26P4-3b07.q1k	25065	26600	-	1536	0
Tb09.v4.0027	TP26P4-3b07.q1k	26928	27963	-	1036	0
Tb09.v4.0028	TP26P4-3b07.q1k	29235	31162	-	1928	2
Tb09.v4.0029	TP26P4-3b07.q1k	32199	33722	-	1524	0
Tb09.v4.0030	TP26P4-3b07.q1k	35145	36644	-	1500	0
Tb09.v4.0031	TP26P4-3b07.q1k	38597	40024	-	1428	0
Tb09.v4.0032	TP26P4-3b07.q1k	40412	41169	-	758	0
Tb09.v4.0033	TP26P4-3b07.q1k	41643	42462	-	820	13
Tb09.v4.0034	TP26P4-3b07.q1k	43412	44785	-	1374	0
Tb09.v4.0035	TP26P4-3b07.q1k	47239	47943	-	705	0
Tb09.v4.0036	TP26P4-3b07.q1k	49653	51975	-	2323	0
Tb09.v4.0150	tryp_IXb-314f06.q1c	4095	5189	-	1095	346
Tb09.v4.0151	tryp_IXb-314f06.q1c	15079	18756	+	3678	5797
Tb09.v4.0152	tryp_IXb-314f06.q1c	17871	21363	+	3493	2205
Tb09.v4.0153	tryp_IXb-314f06.q1c	22244	24768	-	2525	249
Tb09.v4.0154	tryp_IXb-314f06.q1c	27603	28694	+	1092	26
Tb09.v4.0155	tryp_IXb-314f06.q1c	28997	29574	+	578	0
Tb10.v4.0232	tryp_X-50f09.p2kB193	1050	2426	-	1377	0
Tb10.v4.0233	tryp_X-50f09.p2kB193	4327	5711	-	1385	0
Tb10.v4.0234	tryp_X-50f09.p2kB193	7658	8695	+	1038	0
Tb10.v4.0235	tryp_X-50f09.p2kB193	9087	10468	+	1382	0
Tb10.v4.0236	tryp_X-50f09.p2kB193	12238	13747	+	1510	1
Tb10.v4.0237	tryp_X-50f09.p2kB193	15438	18762	+	3325	1
Tb10.v4.0238	tryp_X-50f09.p2kB193	19605	20580	+	976	0
Tb10.v4.0239	tryp_X-50f09.p2kB193	22166	23364	+	1199	0
Tb10.v4.0240	tryp_X-50f09.p2kB193	25999	31794	+	5796	158
Tb11.0660	tryp_XI-1130e12.q1k	5591	7072	+	1482	0
Tb11.0670	tryp_XI-1130e12.q1k	8787	10247	+	1461	0
Tb11.0680	tryp_XI-1130e12.q1k	12272	13711	+	1440	0
Tb11.0690	tryp_XI-1130e12.q1k	15242	16534	+	1293	0
Tb11.0430	tryp_XI-1056c09.q1k	3	893	+	891	0
Tb11.0440	tryp_XI-1056c09.q1k	954	1577	+	624	0
Tb11.0450	tryp_XI-1056c09.q1k	9061	9729	+	669	0
Tb11.0460	tryp_XI-1056c09.q1k	9790	10401	+	612	0
Tb11.0470	tryp_XI-1056c09.q1k	14849	15733	+	885	0
Tb11.0480	tryp_XI-1056c09.q1k	17832	18695	+	864	0
Tb09.v4.0037	TP26P4-5g04.p1k	5948	7345	-	1398	0
Tb09.v4.0038	TP26P4-5g04.p1k	7472	8556	-	1085	0
Tb09.v4.0039	TP26P4-5g04.p1k	9577	11097	-	1521	0
Tb09.v4.0040	TP26P4-5g04.p1k	12154	13059	-	906	0
Tb09.v4.0203	tryp_IXb-93a04.p1c	777	1969	-	1193	0
Tb09.v4.0204	tryp_IXb-93a04.p1c	4744	6219	-	1476	1
Tb09.v4.0205	tryp_IXb-93a04.p1c	7986	8959	-	974	0
Tb09.v4.0206	tryp_IXb-93a04.p1c	10914	11216	+	303	0
Tb09.v4.0207	tryp_IXb-93a04.p1c	11985	13439	+	1455	0
Tb09.v4.0208	tryp_IXb-93a04.p1c	14732	16196	+	1465	0
Tb09.v4.0209	tryp_IXb-93a04.p1c	17332	18380	+	1049	1
Tb11.1090	tryp_XI-339b02.q2k2024	50	1525	+	1476	0
Tb11.1100	tryp_XI-339b02.q2k2024	2678	5219	+	2542	0
Tb11.1110	tryp_XI-339b02.q2k2024	7415	9248	+	1834	0
Tb09.v4.0054	Tp_ends-40b06.q1k	1	787	-	787	0
Tb09.v4.0055	Tp_ends-40b06.q1k	2388	2825	-	438	0
Tb09.v4.0056	Tp_ends-40b06.q1k	4161	6185	-	2025	107
Tb09.v4.0057	Tp_ends-40b06.q1k	11838	13445	-	1608	0
Tb10.v4.0131	tryp_X-276b11.q1c	1	96	+	96	0
Tb10.v4.0132	tryp_X-276b11.q1c	582	2123	+	1542	0
Tb10.v4.0133	tryp_X-276b11.q1c	3308	5068	+	1761	0
Tb10.v4.0134	tryp_X-276b11.q1c	7403	8938	+	1536	1
Tb10.v4.0135	tryp_X-276b11.q1c	11903	13315	+	1413	1
Tb10.v4.0136	tryp_X-276b11.q1c	15010	16712	+	1703	0
Tb10.v4.0137	tryp_X-276b11.q1c	17621	17950	+	330	3
Tb10.v4.0138	tryp_X-276b11.q1c	17976	18581	+	606	2
Tb10.v4.0139	tryp_X-276b11.q1c	18747	20357	+	1611	0
Tb10.v4.0140	tryp_X-276b11.q1c	22322	23693	+	1372	0
Tb10.v4.0141	tryp_X-276b11.q1c	25214	26009	+	796	4
Tb10.v4.0142	tryp_X-276b11.q1c	26588	28198	+	1611	1
Tb10.v4.0143	tryp_X-276b11.q1c	29052	29495	+	444	0
Tb10.v4.0042	TP3F6-6h01.p1k	4548	6098	-	1551	36
Tb10.v4.0043	TP3F6-6h01.p1k	6385	7515	-	1131	493
Tb10.v4.0044	TP3F6-6h01.p1k	8303	10418	-	2116	1431
Tb10.v4.0045	TP3F6-6h01.p1k	10550	11825	-	1276	1646
Tb10.v4.0046	TP3F6-6h01.p1k	12199	13650	-	1452	784
Tb10.v4.0032	TP3F6-6f06.p1k	452	2776	-	2325	924
Tb10.v4.0033	TP3F6-6f06.p1k	5641	9379	-	3739	654
Tb10.v4.0034	TP3F6-6f06.p1k	10004	10922	-	919	357
Tb10.v4.0035	TP3F6-6f06.p1k	11063	12168	-	1106	945
Tb10.v4.0036	TP3F6-6f06.p1k	12429	13399	-	971	542
Tb10.v4.0037	TP3F6-6f06.p1k	13554	17167	-	3614	2793
Tb10.v4.0038	TP3F6-6f06.p1k	17194	19185	-	1992	2181
Tb10.v4.0039	TP3F6-6f06.p1k	19385	22408	-	3024	2216
Tb10.v4.0040	TP3F6-6f06.p1k	22521	24124	-	1604	864
Tb10.v4.0041	TP3F6-6f06.p1k	24196	25286	-	1091	1148
Tb09.v4.0156	tryp_IXb-43g07.q1c	1291	2436	-	1146	0
Tb09.v4.0157	tryp_IXb-43g07.q1c	4080	4912	-	833	0
Tb09.v4.0158	tryp_IXb-43g07.q1c	6320	7737	-	1418	0
Tb09.v4.0159	tryp_IXb-43g07.q1c	9201	10546	-	1346	0
Tb09.v4.0160	tryp_IXb-43g07.q1c	11651	12370	-	720	0
Tb09.v4.0161	tryp_IXb-43g07.q1c	13992	15089	-	1098	0
Tb11.0490	tryp_XI-1079d10.p1k	24	1474	+	1451	0
Tb11.0500	tryp_XI-1079d10.p1k	4650	5872	+	1223	0
Tb11.0510	tryp_XI-1079d10.p1k	7999	9354	+	1356	0
Tb11.1490	tryp_XI-881g06.q2k5028	1473	3014	+	1542	1
Tb11.1500	tryp_XI-881g06.q2k5028	4269	5822	+	1554	0
Tb11.1510	tryp_XI-881g06.q2k5028	7661	9240	+	1580	0
Tb11.1520	tryp_XI-881g06.q2k5028	13093	13878	+	786	58
Tb11.1530	tryp_XI-881g06.q2k5028	15914	17473	-	1560	45
Tb09.v4.0009	TP26M21-2a10.p1k	683	4513	+	3831	576
Tb09.v4.0010	TP26M21-2a10.p1k	7309	10114	+	2806	899
Tb09.v4.0011	TP26M21-2a10.p1k	12906	14353	+	1448	24
Tb09.v4.0012	TP26M21-2a10.p1k	21366	22809	+	1444	9
Tb09.v4.0013	TP26M21-2a10.p1k	26702	31837	-	5136	1196
Tb09.v4.0014	TP26M21-2a10.p1k	32501	36642	-	4142	1533
Tb09.v4.0015	TP26M21-2a10.p1k	37901	38897	-	997	607
Tb11.1740	tryp_XI-974h12.q1k	74	2509	+	2436	0
Tb11.1750	tryp_XI-974h12.q1k	2574	7214	+	4641	4
Tb11.1760	tryp_XI-974h12.q1k	7278	9272	+	1995	0
Tb11.1770	tryp_XI-974h12.q1k	9337	14445	+	5109	2
Tb10.v4.0251	tryp_X-76f06.p1c	935	2728	+	1794	0
Tb10.v4.0252	tryp_X-76f06.p1c	3979	5490	+	1512	3
Tb10.v4.0253	tryp_X-76f06.p1c	7535	8017	+	483	0
Tb10.v4.0254	tryp_X-76f06.p1c	8199	9110	+	912	0
Tb10.v4.0255	tryp_X-76f06.p1c	9349	11287	+	1939	2
Tb10.v4.0256	tryp_X-76f06.p1c	11830	13271	+	1442	1
Tb10.v4.0257	tryp_X-76f06.p1c	16124	17596	+	1473	1
Tb10.v4.0258	tryp_X-76f06.p1c	19487	20353	-	867	24
Tb10.v4.0259	tryp_X-76f06.p1c	22196	22927	-	732	9
Tb10.v4.0260	tryp_X-76f06.p1c	25171	26472	+	1302	0
Tb10.v4.0261	tryp_X-76f06.p1c	27800	28054	+	255	0
Tb10.v4.0262	tryp_X-76f06.p1c	28593	29567	+	975	1
Tb10.v4.0263	tryp_X-76f06.p1c	31344	32816	+	1473	0
Tb10.v4.0264	tryp_X-76f06.p1c	34167	41653	+	7487	103
Tb10.v4.0091	tryp_X-220a01.q1c	748	2273	+	1526	1
Tb10.v4.0092	tryp_X-220a01.q1c	5450	6616	+	1167	1
Tb10.v4.0093	tryp_X-220a01.q1c	8208	9587	+	1380	0
Tb10.v4.0094	tryp_X-220a01.q1c	14324	15502	-	1179	0
Tb10.v4.0095	tryp_X-220a01.q1c	17566	19008	-	1443	0
Tb10.v4.0096	tryp_X-220a01.q1c	21303	29266	-	7964	68
Tb10.v4.0097	tryp_X-220a01.q1c	29610	34448	+	4839	4
Tb10.v4.0098	tryp_X-220a01.q1c	35248	36441	+	1194	1
Tb10.v4.0099	tryp_X-220a01.q1c	39239	39820	+	582	2
Tb11.0790	tryp_XI-1150d08.q1k	1185	1832	-	648	0
Tb11.0800	tryp_XI-1150d08.q1k	1834	2955	-	1122	0
Tb11.0810	tryp_XI-1150d08.q1k	5201	19237	-	14037	35
Tb11.0090	tryp_XI-1032b03.p2k737	689	1786	-	1098	1
Tb11.0100	tryp_XI-1032b03.p2k737	2886	4879	-	1994	3
Tb11.0110	tryp_XI-1032b03.p2k737	6557	7594	-	1038	0
Tb11.0120	tryp_XI-1032b03.p2k737	9562	10902	-	1341	0
Tb11.0130	tryp_XI-1032b03.p2k737	14185	14964	-	780	0
Tb11.0140	tryp_XI-1032b03.p2k737	15199	16623	-	1425	0
Tb11.0150	tryp_XI-1032b03.p2k737	17968	19005	-	1038	0
Tb11.0160	tryp_XI-1032b03.p2k737	19786	20661	-	876	0
Tb11.0170	tryp_XI-1032b03.p2k737	21672	23246	-	1575	0
Tb11.0180	tryp_XI-1032b03.p2k737	25019	26560	-	1542	0
Tb11.0190	tryp_XI-1032b03.p2k737	29258	30661	-	1404	1
Tb10.v4.0105	tryp_X-254c10.q1c	4160	5571	-	1412	0
Tb10.v4.0106	tryp_X-254c10.q1c	5760	6827	-	1068	0
Tb10.v4.0107	tryp_X-254c10.q1c	7993	9486	-	1494	0
Tb10.v4.0108	tryp_X-254c10.q1c	11827	13354	-	1528	0
Tb10.v4.0109	tryp_X-254c10.q1c	15187	16779	-	1593	0
Tb10.v4.0110	tryp_X-254c10.q1c	18300	18623	-	324	0
Tb10.v4.0111	tryp_X-254c10.q1c	20456	21319	-	864	0
Tb10.v4.0112	tryp_X-254c10.q1c	24481	25991	-	1511	0
Tb10.v4.0113	tryp_X-254c10.q1c	26950	29240	-	2291	0
Tb10.v4.0114	tryp_X-254c10.q1c	30979	32507	-	1529	0
Tb10.v4.0115	tryp_X-254c10.q1c	34429	34749	-	321	0
Tb10.v4.0116	tryp_X-254c10.q1c	35074	36590	-	1517	0
Tb10.v4.0117	tryp_X-254c10.q1c	37687	39136	-	1450	1
Tb10.v4.0118	tryp_X-254c10.q1c	41071	42538	-	1468	0
Tb10.v4.0119	tryp_X-254c10.q1c	43823	45307	-	1485	0
Tb10.v4.0120	tryp_X-254c10.q1c	45724	47840	-	2117	0
Tb10.v4.0121	tryp_X-254c10.q1c	49359	50911	-	1553	0
Tb10.v4.0122	tryp_X-254c10.q1c	52948	54566	-	1619	0
Tb10.v4.0123	tryp_X-254c10.q1c	55175	56650	-	1476	0
Tb10.v4.0124	tryp_X-254c10.q1c	57759	59174	-	1416	0
Tb10.v4.0125	tryp_X-254c10.q1c	61459	61854	-	396	0
Tb11.0840	tryp_XI-147f01.q1ca	1388	2622	+	1235	2583
Tb11.0845	tryp_XI-147f01.q1ca	2731	3890	+	1160	3863
Tb11.0850	tryp_XI-147f01.q1ca	4028	5351	+	1324	1857
Tb11.0860	tryp_XI-147f01.q1ca	6352	7559	+	1208	941
Tb11.0870	tryp_XI-147f01.q1ca	7672	9804	+	2133	2037
Tb11.0880	tryp_XI-147f01.q1ca	10188	10764	+	577	3654
Tb11.0890	tryp_XI-147f01.q1ca	10908	12671	+	1764	2857
Tb10.v4.0126	tryp_X-264e11.p1c	3186	3842	+	657	0
Tb10.v4.0127	tryp_X-264e11.p1c	6091	7619	+	1529	0
Tb10.v4.0128	tryp_X-264e11.p1c	9988	10611	-	624	1183
Tb10.v4.0129	tryp_X-264e11.p1c	10699	11199	-	501	11
Tb08.27P2.50	Tbrucei.chr8.100	4550	5005	-	456	7
Tb08.27P2.60	Tbrucei.chr8.100	5080	5810	+	731	224
Tb08.27P2.70	Tbrucei.chr8.100	5898	6725	+	828	90
Tb08.27P2.80	Tbrucei.chr8.100	7005	8815	+	1811	101
Tb08.27P2.90	Tbrucei.chr8.100	8903	9760	+	858	1781
Tb08.27P2.110	Tbrucei.chr8.100	10721	12836	+	2116	481
Tb08.27P2.120	Tbrucei.chr8.100	14333	15623	-	1291	0
Tb08.27P2.140	Tbrucei.chr8.100	17837	19432	-	1596	0
Tb08.27P2.150	Tbrucei.chr8.100	20999	22525	-	1527	0
Tb08.27P2.160	Tbrucei.chr8.100	22974	24074	-	1101	4
Tb08.27P2.165	Tbrucei.chr8.100	24756	26296	-	1541	0
Tb08.27P2.190	Tbrucei.chr8.100	27956	29354	-	1399	0
Tb08.27P2.210	Tbrucei.chr8.100	30786	32207	-	1422	0
Tb08.27P2.220	Tbrucei.chr8.100	34020	35591	-	1572	0
Tb08.27P2.230	Tbrucei.chr8.100	36898	38440	-	1543	0
Tb08.27P2.240	Tbrucei.chr8.100	40830	42425	-	1596	0
Tb08.27P2.250	Tbrucei.chr8.100	42775	43876	-	1102	2
Tb08.27P2.260	Tbrucei.chr8.100	45310	46839	-	1530	0
Tb08.27P2.270	Tbrucei.chr8.100	48217	49616	-	1400	0
Tb08.27P2.290	Tbrucei.chr8.100	51710	53263	-	1554	0
Tb08.27P2.310	Tbrucei.chr8.100	55260	56811	-	1552	1
Tb08.27P2.330	Tbrucei.chr8.100	57117	58120	-	1004	21
Tb08.27P2.340	Tbrucei.chr8.100	59106	60655	-	1550	0
Tb08.27P2.370	Tbrucei.chr8.100	62418	63866	-	1449	0
Tb08.27P2.380	Tbrucei.chr8.100	65291	66966	-	1676	2
Tb08.27P2.390	Tbrucei.chr8.100	69131	70622	-	1492	0
Tb08.27P2.400	Tbrucei.chr8.100	70778	71852	-	1075	6
Tb08.27P2.410	Tbrucei.chr8.100	73343	77755	-	4413	51
Tb08.27P2.435	Tbrucei.chr8.100	82105	83399	-	1295	1
Tb08.27P2.460	Tbrucei.chr8.100	84812	86386	-	1575	1
Tb08.27P2.480	Tbrucei.chr8.100	89123	90757	-	1635	1
Tb08.27P2.490	Tbrucei.chr8.100	92556	94145	-	1590	0
Tb08.27P2.510	Tbrucei.chr8.100	95919	97385	-	1467	0
Tb08.27P2.520	Tbrucei.chr8.100	97575	98602	-	1028	1
Tb08.27P2.530	Tbrucei.chr8.100	99384	100915	-	1532	0
Tb08.27P2.550	Tbrucei.chr8.100	102453	104032	-	1580	0
Tb08.27P2.565	Tbrucei.chr8.100	106202	106612	-	411	0
Tb08.27P2.580	Tbrucei.chr8.100	107148	108877	-	1730	1
Tb08.27P2.610	Tbrucei.chr8.100	110064	112611	-	2548	0
Tb08.27P2.620	Tbrucei.chr8.100	111879	115170	-	3292	0
Tb08.27P2.630	Tbrucei.chr8.100	116413	117932	-	1520	0
Tb08.27P2.640	Tbrucei.chr8.100	118791	121323	-	2533	0
Tb08.27P2.555	Tbrucei.chr8.100	121405	122568	-	1164	0
Tb08.27P2.650	Tbrucei.chr8.100	123742	125274	-	1533	0
Tb08.27P2.660	Tbrucei.chr8.100	127149	128737	-	1589	0
Tb08.27P2.670	Tbrucei.chr8.100	129378	132060	-	2683	0
Tb08.27P2.680	Tbrucei.chr8.100	133919	135451	-	1533	0
Tb08.27P2.690	Tbrucei.chr8.100	137305	138167	-	863	0
Tb08.27P2.710	Tbrucei.chr8.100	140061	141519	-	1459	0
Tb08.27P2.720	Tbrucei.chr8.100	144082	145546	-	1465	0
Tb10.v4.0204	tryp_X-423d07.p2kB114	936	2336	-	1401	0
Tb10.v4.0205	tryp_X-423d07.p2kB114	5059	7130	-	2072	128
Tb10.v4.0206	tryp_X-423d07.p2kB114	12324	13586	-	1263	0
Tb10.v4.0207	tryp_X-423d07.p2kB114	15001	16368	-	1368	0
Tb10.v4.0208	tryp_X-432f03.p2kB42	777	2129	-	1353	0
Tb10.v4.0209	tryp_X-432f03.p2kB42	3526	5141	-	1616	0
Tb10.v4.0210	tryp_X-432f03.p2kB42	7081	8408	-	1328	0
Tb10.v4.0211	tryp_X-432f03.p2kB42	10345	14405	-	4061	9
Tb11.0610	tryp_XI-1113h05.p1k	4043	5667	+	1625	0
Tb11.0620	tryp_XI-1113h05.p1k	7519	8247	+	729	0
Tb11.1630	tryp_XI-899c04.q1k	13528	14273	+	746	0
Tb11.1640	tryp_XI-899c04.q1k	17139	17516	+	378	0
Tb11.1650	tryp_XI-899c04.q1k	19889	20836	+	948	0
Tb11.1660	tryp_XI-899c04.q1k	24618	26445	+	1828	1
Tb11.0200	tryp_XI-1032h01.q1k	394	1134	-	741	0
Tb11.0210	tryp_XI-1032h01.q1k	2077	3249	+	1173	2
Tb11.0220	tryp_XI-1032h01.q1k	4451	5116	+	666	3
Tb11.0230	tryp_XI-1032h01.q1k	5772	7334	+	1563	0
Tb11.0240	tryp_XI-1032h01.q1k	8446	15010	+	6565	17
Tb11.0250	tryp_XI-1032h01.q1k	17527	24643	+	7117	0
Tb11.0260	tryp_XI-1032h01.q1k	27823	29379	-	1557	1
Tb11.0270	tryp_XI-1032h01.q1k	31464	32912	+	1449	0
Tb11.0280	tryp_XI-1032h01.q1k	34518	35159	+	642	0
Tb10.v4.0054	tryp_X-149c07.p1c	338	1918	-	1581	0
Tb10.v4.0055	tryp_X-149c07.p1c	2051	4774	-	2724	0
Tb10.v4.0056	tryp_X-149c07.p1c	6676	8343	-	1668	0
Tb10.v4.0057	tryp_X-149c07.p1c	8451	9545	-	1095	0
Tb11.0700	tryp_XI-1133d10.q1k	1786	5765	+	3980	14
Tb11.0710	tryp_XI-1133d10.q1k	5917	7461	+	1545	0
Tb11.0720	tryp_XI-1133d10.q1k	8004	11797	+	3794	1
Tb11.0730	tryp_XI-1133d10.q1k	13234	13749	+	516	0
Tb11.0740	tryp_XI-1133d10.q1k	13795	14346	+	552	0
