# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "12" "-t" "transcript" "-g" "gene_id" "-a" "tb927_3_ks_st_sc_st_tr.gtf" "-o" "DE927/tb927_3_ks_counts_final.txt" "B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam" "B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam" "B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam" "B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam" "B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam" "B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam" "B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam" "B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam" "B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam" "P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam" "P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam" "P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam" "P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam" "P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam" "P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam" "P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam" "P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam" "P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam	B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam	B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam	B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam	B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam	B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam	B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam	B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam	B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam	P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam	P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam	P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam	P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam	P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam	P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam	P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam	P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam	P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam
Tb927.1.1020	Tb927_01_v5.1	294104	296172	+	2069	1275	1166	1176	1130	1144	1310	1105	900	886	1235	1023	783	709	884	883	1163	1438	1460
Tb927.1.1025	Tb927_01_v5.1	296302	296645	+	344	506	503	481	604	838	935	1715	1683	1819	905	885	723	744	1086	995	871	1227	1183
Tb927.1.1030	Tb927_01_v5.1	296918	298629	+	1712	1716	1618	1563	1523	1748	1933	4401	4036	3681	2084	1736	1318	1093	1565	1454	2575	3427	3103
Tb927.1.1050	Tb927_01_v5.1	298769	303453	+	4685	3599	3371	3117	1693	1561	1601	2533	2074	1952	4454	4152	2929	1327	1619	1631	2431	3269	2632
Tb927.1.1060	Tb927_01_v5.1	303867	305683	+	1817	1847	1708	1677	1526	1278	1528	1556	1207	1035	1957	1858	1336	1174	1456	1340	2061	2651	2236
Tb927.1.1080	Tb927_01_v5.1	305834	307362	+	1529	2206	1878	1776	1389	1610	1652	2006	1480	1686	1863	1777	1262	893	1241	1147	2042	2549	2277
Tb927.1.1090	Tb927_01_v5.1	307531	308220	+	690	733	777	703	798	964	986	2719	2116	2432	597	550	415	204	376	306	635	827	1114
Tb927.1.1100	Tb927_01_v5.1	308515	311616	+	3102	3926	3330	3125	2225	2148	2242	1141	911	1462	3683	3455	2646	2028	2441	2346	1859	2272	2212
Tb927.1.1120	Tb927_01_v5.1	312383	313566	+	1184	972	782	814	785	750	877	1142	930	770	1388	1256	935	1058	1465	1202	1310	1680	1402
Tb927.1.1130	Tb927_01_v5.1	313928	315833	+	1906	1428	1271	1159	767	695	793	963	807	844	1906	1723	1419	677	865	814	1604	2052	1714
Tb927.1.1140	Tb927_01_v5.1	316136	317263	+	1128	989	901	808	499	512	586	890	672	919	1502	1338	994	415	506	485	1010	1349	1165
Tb927.1.1150	Tb927_01_v5.1	317686	319537	+	1852	1589	1458	1366	1087	985	1066	839	637	773	1844	1769	1321	1143	1415	1278	1370	1478	1294
Tb927.1.1160	Tb927_01_v5.1	319645	321248	+	1604	1856	1649	1565	1319	1307	1415	2162	1616	1541	2356	2043	1538	1008	1261	1147	2463	3282	2473
Tb927.1.1170	Tb927_01_v5.1	321591	321873	+	283	947	858	729	839	1013	1012	1512	1349	1197	1219	990	811	761	987	888	1207	1669	1346
Tb927.1.1175	Tb927_01_v5.1	322204	322845	+	642	1028	1004	961	766	890	940	4466	3745	3561	2381	1996	1466	1225	1459	1370	3162	4717	3840
Tb927.1.1200	Tb927_01_v5.1	322959	324540	+	1582	1305	1111	1181	1079	1160	1093	1747	1519	1283	1727	1609	1198	979	1242	1141	1432	1953	1489
Tb927.1.1210	Tb927_01_v5.1	325360	326379	+	1020	683	640	571	781	799	855	2287	1863	1869	1263	1117	780	1001	1449	1250	1373	1789	1518
Tb927.1.1220	Tb927_01_v5.1	326506	327395	+	890	1266	1187	1073	1235	1579	1584	3953	3542	3667	2298	2059	1419	1897	2709	2272	2477	3353	2840
Tb927.1.1230	Tb927_01_v5.1	327626	329839	+	2214	1993	1948	1806	1391	1335	1369	2010	1697	1618	2025	1839	1272	859	1062	1006	1815	2408	1926
Tb927.1.1240	Tb927_01_v5.1	330231	332871	+	2641	2755	2649	2830	2532	2789	2798	1136	1137	902	5218	5191	3593	4114	5174	4948	1959	2518	1867
Tb927.1.1270	Tb927_01_v5.1	334682	335988	+	1307	491	520	479	374	445	357	515	668	311	401	395	287	186	318	225	481	661	385
Tb927.1.1300	Tb927_01_v5.1	338011	339021	+	1011	943	840	795	1020	1147	1024	1465	1444	1165	813	694	487	499	652	549	978	1286	1123
Tb927.1.1310	Tb927_01_v5.1	339514	341181	+	1668	1381	1125	1021	713	718	726	1683	1285	1274	1930	1754	1305	619	839	792	1791	2595	2150
Tb927.1.1330	Tb927_01_v5.1	341280	342519	+	1240	1369	1208	1182	960	932	1091	2026	1640	1705	1903	1926	1518	1142	1379	1310	1914	2634	2241
Tb927.1.1340	Tb927_01_v5.1	342870	345206	+	2337	3042	2912	2464	3108	3189	3295	2395	2028	1758	2728	2660	1890	2087	2620	2517	2162	2962	2387
Tb927.1.1350	Tb927_01_v5.1	345440	349875	+	4436	2233	2348	2047	1743	1552	1308	1010	838	719	2109	1994	1380	1267	1547	1428	1511	1893	1383
Tb927.1.1370	Tb927_01_v5.1	350008	353225	+	3218	1400	1208	1273	1184	1089	1244	944	788	783	2121	1873	1365	1568	1737	1607	1541	2005	1518
Tb927.1.1380	Tb927_01_v5.1	352622	355913	+	3292	607	707	647	627	637	605	513	394	392	671	833	603	548	721	653	532	772	476
Tb927.1.1390	Tb927_01_v5.1	356851	358003	+	1153	739	684	595	800	812	971	1589	1352	1536	1030	847	583	840	1154	1017	818	1160	1083
Tb927.1.1400	Tb927_01_v5.1	358331	358941	+	611	678	598	599	713	769	783	1344	1131	1224	708	607	385	469	581	578	707	1048	975
Tb1.NT.24	Tb927_01_v5.1	359493	360126	+	634	872	827	764	722	673	705	4898	5010	6131	1358	1074	734	667	930	836	1143	1613	1836
Tb927.1.1420	Tb927_01_v5.1	360216	362252	+	2037	2031	1877	1869	1657	1615	1545	715	610	557	2672	2501	1885	1737	2092	2093	1437	1835	1442
Tb927.1.1470	Tb927_01_v5.1	366500	371255	+	4756	682	727	870	613	581	491	353	362	250	750	974	717	489	733	747	459	768	422
Tb927.1.1500	Tb927_01_v5.1	374289	380825	+	6537	466	778	718	544	458	572	138	116	72	132	163	116	56	86	100	89	146	110
Tb1.NT.25	Tb927_01_v5.1	385002	385556	+	555	108	90	88	33	36	40	734	672	1330	293	220	152	66	98	94	405	562	932
Tb927.1.1530	Tb927_01_v5.1	385687	394564	+	8878	6230	5681	5462	3899	2910	3420	3022	2825	3577	3014	2804	2047	1542	1617	1932	1629	2085	2023
Tb927.1.1540	Tb927_01_v5.1	394770	397050	+	2281	3846	3264	3139	2801	2578	2861	988	687	913	3152	2805	2166	1905	2055	1993	1914	2136	1781
Tb927.1.1550	Tb927_01_v5.1	397182	399439	+	2258	4056	3666	3508	2671	2665	2863	2411	1904	1706	4144	3627	2872	2389	2711	2699	3354	4045	3242
Tb927.1.1560	Tb927_01_v5.1	399582	403619	+	4038	3192	2996	2988	3167	3353	3378	2637	2208	2174	2119	1999	1390	1321	1503	1473	1998	2560	2161
Tb927.1.1580	Tb927_01_v5.1	403754	405277	+	1524	1510	1576	1377	1748	2176	2007	3715	3302	2405	2220	2004	1351	1176	1652	1442	2542	3658	2884
Tb927.1.1600	Tb927_01_v5.1	405433	410249	+	4817	2142	1801	1863	1236	914	975	657	526	733	3660	3239	2404	1649	1785	1647	1367	1651	1202
Tb927.1.1610	Tb927_01_v5.1	411183	412571	+	1389	965	864	865	769	839	950	1012	894	896	1106	927	712	627	718	713	1264	1731	1325
Tb927.1.1620	Tb927_01_v5.1	412695	415370	+	2676	3294	2915	2877	2842	2819	3236	1900	1488	1500	3761	3629	2627	2831	3359	3172	2261	2660	2302
Tb927.1.1630	Tb927_01_v5.1	415584	416167	+	584	641	602	575	802	754	924	602	479	495	758	641	470	553	745	670	383	524	546
Tb927.1.1640	Tb927_01_v5.1	416749	417804	+	1056	723	667	631	524	547	593	845	692	812	878	698	514	483	522	533	773	1091	1028
Tb927.1.1650	Tb927_01_v5.1	417999	418622	+	624	310	304	272	176	206	219	1493	1363	1304	291	232	162	35	62	41	571	824	835
Tb927.1.1660	Tb927_01_v5.1	418784	419716	+	933	592	544	483	454	491	525	1505	1198	1099	681	544	420	285	352	329	1028	1312	1129
Tb927.1.1670	Tb927_01_v5.1	419908	424412	+	4505	6251	5857	5442	5742	5251	5882	1360	1202	1533	6449	6283	4486	4715	5319	5244	1959	2292	2003
Tb927.1.1680	Tb927_01_v5.1	424538	425655	+	1118	2251	1906	1901	2877	3171	3441	3159	2767	2775	2040	1826	1355	1624	2190	2052	1777	2459	2181
Tb927.1.1690	Tb927_01_v5.1	425774	428601	+	2828	4721	4449	4183	2930	2696	2975	3731	3148	2794	5462	5295	4046	2131	2537	2533	4858	6376	5173
Tb927.1.1700	Tb927_01_v5.1	428804	430357	+	1554	1476	1219	1248	1275	1179	1410	1444	1109	1605	2327	1888	1416	1733	2154	1859	1769	2011	1675
Tb927.1.1710	Tb927_01_v5.1	430810	436805	+	5996	8155	7450	6602	4766	3920	4545	2118	1798	3322	11203	10009	7919	6257	6770	6975	2942	3499	3129
Tb927.1.1720	Tb927_01_v5.1	436931	438166	+	1236	2319	2082	1882	2164	2078	2333	2583	2032	2126	2756	2239	1733	1957	2485	2270	1866	2396	2063
Tb927.1.1730	Tb927_01_v5.1	438559	440944	+	2386	5235	4600	4295	4283	4152	4998	1422	993	1066	6238	5517	4523	2580	2931	2915	2299	2837	2227
Tb927.1.1740	Tb927_01_v5.1	441101	462853	+	21753	4849	4685	4120	4696	3298	5975	533	453	537	3616	3652	2408	1892	1454	3415	1050	1236	772
Tb927.1.1750	Tb927_01_v5.1	463430	464902	+	1473	1234	1169	1132	738	676	730	467	394	337	1607	1599	1183	884	1043	1005	837	1104	924
Tb927.1.1760	Tb927_01_v5.1	465361	465801	+	441	356	425	397	431	248	282	251	177	183	535	572	421	322	427	402	336	441	349
Tb927.1.1770	Tb927_01_v5.1	466901	467937	+	1037	676	703	612	698	712	767	1812	1567	2574	1306	1387	929	978	1500	1322	1081	1298	1670
Tb927.1.1790	Tb927_01_v5.1	468057	469268	+	1212	2556	2578	2278	3139	3269	3170	2861	2830	2376	1832	1658	1123	1343	1813	1553	1722	2182	1884
Tb927.1.1820	Tb927_01_v5.1	470120	471459	+	1340	2285	1981	1896	1695	1805	1586	1939	1925	1329	1620	1344	997	638	890	803	2253	2812	2384
Tb927.1.1840	Tb927_01_v5.1	473180	477856	+	4677	4156	3532	3611	2762	2529	2424	1049	1175	1091	3037	2728	1969	1764	2131	2225	1759	2229	1785
Tb927.1.1850	Tb927_01_v5.1	479530	482045	+	2516	2486	2375	2282	2020	1981	1864	853	793	534	990	942	706	602	716	708	898	1107	806
Tb927.1.1860	Tb927_01_v5.1	482049	482222	+	174	302	343	328	396	292	317	172	133	87	128	163	108	92	129	117	159	187	145
Tb927.1.1880	Tb927_01_v5.1	483817	488521	+	4705	7399	6689	6331	4993	4512	4728	993	805	1134	6417	5778	4452	3656	4230	4356	2428	2708	2179
Tb927.1.1890	Tb927_01_v5.1	488949	493047	+	4099	5271	4714	4294	3620	3325	3523	4044	3556	4782	5575	4625	3627	3173	3456	3499	3769	4469	4239
Tb927.1.1910	Tb927_01_v5.1	493470	497857	+	4388	5652	4987	4866	3493	3004	3395	1525	1296	1517	5455	5046	3857	3245	3730	3724	2944	3307	2732
Tb927.1.1920	Tb927_01_v5.1	498098	500775	+	2678	2972	3016	2666	2390	2260	2110	1885	1569	1700	1707	1456	1031	834	925	903	1491	1684	1702
Tb927.1.1930	Tb927_01_v5.1	500880	513605	+	12726	11168	10977	10239	9633	7944	8518	7764	7352	7884	13733	11610	8300	6913	7634	7792	3205	4214	3482
Tb927.1.1960	Tb927_01_v5.1	513878	516276	+	2399	4228	3831	3665	4614	4896	5283	4619	3472	4916	5320	4678	3699	4227	5341	5227	3340	4172	4247
Tb927.1.1980	Tb927_01_v5.1	516410	517613	+	1204	1779	1572	1515	1594	1709	1792	1937	1481	1447	2402	2090	1569	1285	1721	1575	1568	2009	1633
Tb927.1.1990	Tb927_01_v5.1	517767	518431	+	665	705	665	612	616	785	694	3480	3116	2867	717	578	463	328	532	393	1429	1969	1808
Tb927.1.2000	Tb927_01_v5.1	518621	519181	+	561	354	312	318	251	246	324	1256	880	1117	250	232	166	106	145	123	377	575	527
Tb927.1.2040	Tb927_01_v5.1	521080	522475	-	1396	661	727	572	578	494	452	1454	1340	1255	74	47	29	14	15	22	96	122	245
Tb927.1.2060	Tb927_01_v5.1	524736	524873	-	138	187	164	149	77	88	111	315	342	429	5	2	1	0	0	1	1	4	39
Tb927.1.2070	Tb927_01_v5.1	524998	525443	-	446	276	239	245	120	103	117	415	448	544	13	1	7	0	3	4	8	5	64
Tb927.1.2100	Tb927_01_v5.1	531515	535583	+	4069	16836	15318	14607	13248	13052	14728	2283	1912	2356	24527	22303	17162	16884	18923	19751	4816	5787	4835
Tb927.1.2110	Tb927_01_v5.1	535994	538833	+	2840	3869	3796	3475	3116	2976	2671	1699	1720	1295	3404	3306	2394	1768	2548	2461	2318	2734	2461
Tb927.1.2120	Tb927_01_v5.1	540417	545837	+	5421	6052	6411	6735	5069	4042	4630	2274	1663	1834	6733	7095	5227	4372	5316	5559	3171	4325	3089
Tb927.1.2150	Tb927_01_v5.1	546122	548454	+	2333	1919	2283	1769	2250	1979	2124	4052	3756	2491	564	570	425	139	194	188	845	1418	1317
Tb927.1.2160	Tb927_01_v5.1	548660	550440	+	1781	3227	3292	2971	3812	3471	3177	2816	2695	2360	1307	1463	1066	648	1069	1097	1634	2392	2224
Tb927.1.2190	Tb927_01_v5.1	551782	559549	+	7768	7313	6981	7024	3742	2804	3038	948	785	1168	7663	8033	6092	3670	4531	4535	1586	2331	1883
Tb927.1.2200	Tb927_01_v5.1	559477	560052	+	576	819	874	779	660	613	673	637	549	577	1266	1196	849	832	1133	990	452	594	618
Tb927.1.2210	Tb927_01_v5.1	559984	562221	+	2238	5588	5209	5179	6861	7505	7838	7801	6892	7102	12469	11627	8195	11076	14359	12517	5222	6680	6893
Tb927.1.2230	Tb927_01_v5.1	562111	564339	+	2229	7797	7293	7127	13593	12662	14636	9356	8409	9393	24466	22983	14865	27368	34264	31552	9460	12869	9900
Tb927.1.2260	Tb927_01_v5.1	564601	567106	+	2506	4660	5898	5462	6753	6716	6070	3700	4082	2938	11256	12152	8256	10534	14917	13575	4148	6009	4021
Tb927.1.2310	Tb927_01_v5.1	567371	568169	+	799	1415	1810	1713	3020	2447	2783	2147	1696	1433	3357	4316	2784	3718	5310	4727	1511	2351	1755
Tb927.1.2320	Tb927_01_v5.1	568526	569507	+	982	2035	1945	1904	1958	2206	2302	3340	2782	2778	1202	1109	879	775	1009	911	1506	2230	2149
Tb1.NT.27	Tb927_01_v5.1	570070	570299	+	230	105	122	114	112	133	127	487	310	719	84	107	63	32	50	44	159	249	382
Tb927.1.2330	Tb927_01_v5.1	570423	572177	+	1755	35600	34696	31243	71854	95516	93348	6762	5478	6177	68378	65247	51987	58376	66493	65544	13068	16405	14249
Tb927.1.2340	Tb927_01_v5.1	572336	573881	+	1546	47058	44049	40417	90335	126500	122834	7496	6089	8185	82234	75457	60919	67583	75730	76585	15862	21312	17726
Tb927.1.2350	Tb927_01_v5.1	574065	575819	+	1755	29931	29275	26429	59528	79500	76899	5952	4596	5252	57805	54464	43285	48001	56237	55102	10628	13329	11444
Tb927.1.2360	Tb927_01_v5.1	575978	577523	+	1546	46831	43899	40646	90396	127208	122863	7505	6264	8233	82774	75703	60791	67541	75649	76825	16016	21035	18046
Tb927.1.2370	Tb927_01_v5.1	577707	579461	+	1755	48812	47507	42302	91719	127192	120605	8672	7053	7925	94510	87037	69059	78199	90055	89435	16502	21191	17963
Tb927.1.2380	Tb927_01_v5.1	579620	581165	+	1546	46550	43887	40666	90330	127282	122373	7454	6307	8170	82504	75491	61004	66811	75368	76067	16047	21555	18249
Tb927.1.2390	Tb927_01_v5.1	581349	583103	+	1755	57093	60026	52931	124567	157300	163489	12635	9912	11322	104681	109473	82233	98445	111139	107195	20653	27523	24124
Tb927.1.2400	Tb927_01_v5.1	583262	584807	+	1546	35030	32738	30798	67979	95950	91066	5536	4636	6155	61584	56841	45283	50038	56473	57783	12105	15795	13601
Tb927.1.2410	Tb927_01_v5.1	584991	585950	+	960	15152	14006	12865	27790	39155	37328	2344	1994	2286	29981	27478	21909	24036	27165	26859	4832	6415	5442
Tb927.1.2420	Tb927_01_v5.1	591041	592285	+	1245	770	720	661	545	513	622	820	623	1323	732	782	501	240	336	378	525	601	1111
Tb927.1.2430	Tb927_01_v5.1	592441	593869	+	1429	24110	23659	21304	51382	69118	63226	40635	36466	35923	30877	29568	23253	31355	37015	36491	30662	44507	38443
Tb927.1.2450	Tb927_01_v5.1	594024	595466	+	1443	24976	23683	21296	53505	70556	62299	40216	36967	36307	31578	30003	23616	32115	37357	36807	31071	44764	38637
Tb927.1.2470	Tb927_01_v5.1	595608	597044	+	1437	26133	26378	24250	57842	79858	73454	46366	41163	40717	33601	35816	28484	36911	42580	42282	34815	52281	46974
Tb927.1.2490	Tb927_01_v5.1	597200	598630	+	1431	14515	14370	13160	32185	43125	39169	27133	23702	24444	18514	19075	15109	19333	23303	23436	19784	28135	25318
Tb927.1.2510	Tb927_01_v5.1	598786	600216	+	1431	28738	27316	25310	63022	83483	73167	46411	43128	42538	36241	35600	28019	38190	43884	43176	36793	52431	45527
Tb927.1.2530	Tb927_01_v5.1	600372	601800	+	1429	17242	16438	15072	36059	49715	43962	29670	25881	26608	21982	21501	16895	22152	26490	26269	22224	31401	28229
Tb927.1.2550	Tb927_01_v5.1	601956	603378	+	1423	18841	18102	16179	40798	53863	47262	31850	27993	28084	24710	23582	18848	24305	29658	28874	23960	34993	30183
Tb927.1.2570	Tb927_01_v5.1	603459	606430	+	2972	6963	6151	5929	6055	5847	6599	2468	2140	2454	6520	5500	4068	4459	4844	4533	3020	3613	3273
Tb927.1.2580	Tb927_01_v5.1	607396	608595	+	1200	2929	2630	2690	2161	2452	2789	3621	3097	5222	3067	2633	2030	2230	2656	2322	2231	2790	3321
Tb927.1.2600	Tb927_01_v5.1	609479	614307	+	4829	1498	1870	2281	1469	1773	1318	514	668	431	1567	1580	1200	1064	1319	1283	799	1198	751
Tb927.1.2640	Tb927_01_v5.1	616213	617552	+	1340	1852	1970	1672	2009	2040	2037	3529	3442	4758	2025	1758	1262	1144	1435	1385	2062	2429	3039
Tb927.1.2670	Tb927_01_v5.1	618377	621469	+	3093	7094	7025	6303	9067	8495	8829	1946	1688	1995	6720	6084	4592	5381	5616	6008	2167	2562	2145
Tb927.1.2700	Tb927_01_v5.1	622175	623776	+	1602	1556	1436	1286	1294	1191	1304	3005	2426	2492	2457	2305	1617	1419	1729	1753	2863	3528	3189
Tb927.1.2710	Tb927_01_v5.1	624161	628405	+	4245	2016	2326	2017	1512	1182	1346	1152	918	1074	2350	2733	1923	1549	1914	1787	1525	2087	1426
Tb927.1.2730	Tb927_01_v5.1	628532	629938	+	1407	1468	1470	1371	1706	1727	1744	3502	3078	2469	1191	995	724	673	825	879	1290	1690	1626
Tb927.1.2740	Tb927_01_v5.1	631055	633005	+	1951	2918	2501	2468	2925	2912	3113	3281	2784	2835	2634	2397	1826	2012	2508	2295	2762	3234	2922
Tb927.1.2750	Tb927_01_v5.1	633194	633871	+	678	2586	2427	2309	3622	4352	4630	4186	3506	4435	3342	2918	2291	3345	3950	3599	2164	2882	2719
Tb927.1.2760	Tb927_01_v5.1	634072	634634	+	563	2559	2578	2484	3838	4485	5415	5243	3982	5530	3261	3046	2204	3577	4032	3792	2410	3152	2978
Tb927.1.2770	Tb927_01_v5.1	634794	636278	+	1485	2107	1812	1625	1808	2104	2040	4712	3893	3596	1699	1338	988	858	1127	985	2712	3586	2892
Tb927.1.2780	Tb927_01_v5.1	636257	640556	-	4300	711	686	640	570	485	617	1530	1184	1390	788	755	581	307	453	450	1273	1630	1544
Tb927.1.2820	Tb927_01_v5.1	640697	643263	-	2567	4622	4101	4041	3319	2900	3057	4310	3233	2812	23004	25238	18524	8747	11348	11712	41099	61324	47584
Tb927.1.2850	Tb927_01_v5.1	644706	647261	-	2556	2593	2326	2211	1796	1638	1596	2485	1852	1575	11356	12436	9037	4357	5672	5889	20383	30645	23800
Tb927.1.2880	Tb927_01_v5.1	648704	651264	-	2561	4202	3840	3640	3165	2680	2925	4097	3160	2734	17328	19107	13812	6633	8464	8772	30841	47318	36876
Tb927.1.2970	Tb927_01_v5.1	656565	657473	+	909	1497	1293	1293	1509	1762	1783	2190	1954	1723	1644	1459	1048	1011	1453	1183	1617	2341	2014
Tb927.1.2980	Tb927_01_v5.1	658928	662823	+	3896	5227	4509	4235	3092	2658	3023	1160	911	1167	6562	5971	4545	3663	4349	4422	3123	3699	2950
Tb927.1.2985	Tb927_01_v5.1	662952	663556	+	605	1689	1502	1530	1177	1480	1662	2309	1845	1911	2007	1783	1468	892	1177	1132	2172	3151	2473
Tb927.1.2990	Tb927_01_v5.1	663652	666826	+	3175	7180	6311	6162	4875	4686	5586	3281	2343	2605	9469	8457	6627	4162	5135	5294	5366	6860	5603
Tb927.1.3000	Tb927_01_v5.1	666978	668620	+	1643	3669	3351	3241	3868	4512	4872	1571	1233	1549	2759	2605	2048	1809	2273	2151	2044	2698	2420
Tb927.1.3010	Tb927_01_v5.1	668729	670101	+	1373	2909	2503	2390	3016	3582	3791	3836	3029	3127	3153	2848	2150	1869	2532	2244	3007	3997	3470
Tb927.1.3030	Tb927_01_v5.1	670234	671532	+	1299	3646	3289	3242	3547	4349	4744	6197	5245	5076	5936	5395	4176	4676	5757	5301	6257	8892	7218
Tb927.1.3040	Tb927_01_v5.1	671777	672908	+	1132	1706	1488	1427	988	1003	1154	2949	2452	2542	3112	2694	2046	1432	1743	1701	3816	5434	4240
Tb927.1.3050	Tb927_01_v5.1	672923	674982	+	2060	3816	3330	3250	3077	2946	3285	3130	2568	2808	5042	4369	3486	2849	3639	3340	3973	5093	4437
Tb927.1.3070	Tb927_01_v5.1	675110	676653	+	1544	3581	3176	3230	3162	3453	3722	1874	1610	1881	5554	5126	4039	4256	5088	4832	2349	3120	2817
Tb927.1.3110	Tb927_01_v5.1	677616	679013	+	1398	3664	3254	3106	4977	6425	6540	8305	7474	8033	3868	3368	2592	2949	4048	3526	3481	4671	4571
Tb927.1.3120	Tb927_01_v5.1	679144	682632	+	3489	2685	2506	2199	1280	1084	1252	598	440	589	2587	2430	1906	1287	1455	1452	1513	1804	1446
Tb927.1.3130	Tb927_01_v5.1	683008	684631	+	1624	2967	2741	2615	2459	2438	2561	1064	881	1002	2207	1966	1536	1205	1501	1403	1400	1850	1631
Tb927.1.3150	Tb927_01_v5.1	685426	686960	+	1535	2499	2241	2132	1553	1536	1706	1968	1692	1805	3483	3191	2258	1395	1838	1841	2806	3479	3032
Tb927.1.3170	Tb927_01_v5.1	687208	688587	+	1380	3484	3101	2945	3989	4427	5028	4633	4000	4211	5468	5295	3750	4840	6335	5653	2378	3302	2902
Tb927.1.3180	Tb927_01_v5.1	688934	689792	+	859	9224	8570	8762	18334	28184	27175	9931	10643	10228	25899	26293	21922	27730	32133	30820	19865	41221	30575
Tb927.1.3200	Tb927_01_v5.1	689981	691247	+	1267	4353	3791	3588	5900	7347	7740	3024	2556	3060	4278	4111	3020	4434	5462	5062	1995	2693	2574
Tb927.1.3220	Tb927_01_v5.1	691637	693398	+	1762	3487	3074	2972	2717	2717	3082	2293	2158	3075	3270	3354	2325	1960	2541	2155	2873	3697	4267
Tb927.1.3230	Tb927_01_v5.1	694140	696465	+	2326	3799	3501	3329	2461	2511	2803	4053	3236	3345	4426	4364	3314	2522	3016	2932	4856	6867	5378
Tb927.1.3250	Tb927_01_v5.1	696806	702812	+	6007	6721	5821	5556	3982	3282	3742	1727	1479	2395	8254	7820	5782	4411	5137	4917	3332	4187	2767
Tb927.1.3260	Tb927_01_v5.1	702966	708786	+	5821	10198	9390	9374	5274	4669	5249	703	739	1354	7811	7335	5548	3868	4055	4164	1529	1877	1632
Tb927.1.3270	Tb927_01_v5.1	709471	712308	+	2838	3774	3406	3067	2662	2275	2359	1208	766	853	4250	4062	3020	2852	3452	3245	1958	2522	1611
Tb927.1.3280	Tb927_01_v5.1	712890	713989	+	1100	1657	1502	1358	1398	1529	1605	3128	2855	2450	1952	1745	1325	1185	1471	1408	2366	3302	2921
Tb927.1.3290	Tb927_01_v5.1	714094	717220	+	3127	4486	3908	3713	2823	2468	2680	1519	1238	1630	4530	4338	3289	2100	2491	2506	2971	3688	3406
Tb927.1.3300	Tb927_01_v5.1	717851	722139	+	4289	6128	5771	5371	6174	5816	5918	3016	2574	2532	5325	4646	3271	3663	4792	4373	2677	3498	2884
Tb927.1.3310	Tb927_01_v5.1	721777	723140	+	1364	3963	3851	3460	8513	8732	9935	6379	5640	5922	7002	6712	4726	6918	9386	8666	2777	3673	3671
Tb927.1.3320	Tb927_01_v5.1	723733	725505	+	1773	630	648	542	616	534	615	1977	1808	1946	187	156	96	21	26	49	214	290	618
Tb927.1.3350	Tb927_01_v5.1	725821	728189	+	2369	164	180	190	136	125	204	222	130	161	139	114	87	78	75	95	178	205	220
Tb927.1.3360	Tb927_01_v5.1	728538	731231	-	2694	821	619	686	427	435	616	982	896	1440	758	594	438	206	188	217	1208	1278	1747
Tb927.1.3390	Tb927_01_v5.1	731489	732378	-	890	2660	2624	2377	4924	6311	6330	4204	3544	3891	2715	2317	1769	2684	3429	2842	1819	2306	2449
Tb927.1.3400	Tb927_01_v5.1	732215	733840	-	1626	3835	3537	3341	4167	5047	5179	8034	6912	6503	4110	3719	2698	3000	4248	3395	4302	5416	5152
Tb927.1.3410	Tb927_01_v5.1;Tb927_01_v5.1	734213;734213	735796;736337	-;-	2125	2963	2736	2739	2840	3155	3229	6587	5823	7630	3507	3233	2371	1662	2300	2076	4470	6310	7076
