# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "8" "-t" "CDS" "-f" "-a" "tb927_3_ks_st_sc_st_tr.gtf" "-o" "DE927/tb927_3_ks_counts_cds.txt" "B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam" "B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam" "B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam" "B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam" "B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam" "B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam" "B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam" "B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam" "B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam" "P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam" "P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam" "P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam" "P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam" "P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam" "P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam" "P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam" "P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam" "P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_tot_1/res2/B_tot_1/B_tot_1_sorted.bam	B_tot_2/res2/B_tot_2/B_tot_2_sorted.bam	B_tot_3/res2/B_tot_3/B_tot_3_sorted.bam	B_pol_1/res2/B_pol_1/B_pol_1_sorted.bam	B_pol_2/res2/B_pol_2/B_pol_2_sorted.bam	B_pol_3/res2/B_pol_3/B_pol_3_sorted.bam	B_sub_1/res2/B_sub_1/B_sub_1_sorted.bam	B_sub_2/res2/B_sub_2/B_sub_2_sorted.bam	B_sub_3/res2/B_sub_3/B_sub_3_sorted.bam	P_tot_1/res2/P_tot_1/P_tot_1_sorted.bam	P_tot_2/res2/P_tot_2/P_tot_2_sorted.bam	P_tot_3/res2/P_tot_3/P_tot_3_sorted.bam	P_pol_1/res2/P_pol_1/P_pol_1_sorted.bam	P_pol_2/res2/P_pol_2/P_pol_2_sorted.bam	P_pol_3/res2/P_pol_3/P_pol_3_sorted.bam	P_sub_1/res2/P_sub_1/P_sub_1_sorted.bam	P_sub_2/res2/P_sub_2/P_sub_2_sorted.bam	P_sub_3/res2/P_sub_3/P_sub_3_sorted.bam
Tb927.10.7440	Tb927_10_v5.1	1875499	1878351	-	2853	6857	6098	5956	5212	5291	5737	3338	2901	2767	8127	7422	5558	5715	6901	6408	5483	6715	5609
Tb927.10.7450	Tb927_10_v5.1	1878574	1879332	-	759	1437	1263	1228	1396	1687	1796	4461	4110	3857	1769	1496	1129	1088	1420	1317	2482	3594	3220
Tb927.10.7460	Tb927_10_v5.1	1879558	1879986	-	429	693	643	543	459	472	519	934	718	995	1013	1043	745	535	755	683	1455	1869	1583
Tb927.10.7470	Tb927_10_v5.1	1880389	1880742	-	354	1020	922	863	932	1170	1174	2042	1899	2277	1200	1131	829	729	1047	876	1462	2174	2090
Tb927.10.7480	Tb927_10_v5.1	1881480	1882070	-	591	1819	1578	1521	1132	1260	1143	1425	1303	1103	2173	1777	1260	850	1143	1094	1361	1919	1568
Tb927.10.7490	Tb927_10_v5.1	1882282	1884411	-	2130	3377	3061	2850	3258	3482	3681	5791	5122	4372	3824	3283	2472	2337	3114	2919	4769	6346	5126
Tb927.10.7500	Tb927_10_v5.1	1884735	1885637	-	903	3422	3118	3160	5407	7451	8415	4035	3323	3645	6662	6179	4550	7006	8856	8134	2870	4099	3387
Tb927.10.7510	Tb927_10_v5.1	1890614	1892083	-	1470	2118	1930	1797	1770	1961	1932	3189	2655	2554	2561	2274	1695	1758	2194	1949	2874	3970	3151
Tb927.10.7520	Tb927_10_v5.1	1892337	1893839	-	1503	1720	1542	1391	1172	1065	1143	2525	1975	2100	2362	2158	1698	1225	1580	1558	3347	4653	3654
Tb927.10.7530	Tb927_10_v5.1	1894195	1894644	-	450	291	395	358	225	181	254	286	182	303	450	418	302	172	235	255	408	516	426
Tb927.10.7540	Tb927_10_v5.1	1895677	1898625	-	2949	1341	1339	1336	600	583	570	419	431	583	1759	1702	1240	740	900	892	1210	1484	1206
Tb927.10.7550	Tb927_10_v5.1	1899948	1901570	-	1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tb927.10.7550	Tb927_10_v5.1	1899948	1901618	-	1671	2	6	3	0	1	2	1	4	6	9	8	5	3	4	0	3	1	4
Tb927.10.7560	Tb927_10_v5.1	1901794	1902648	-	855	656	576	596	510	584	576	1386	1057	1265	1164	1138	839	636	798	770	1146	1461	1258
Tb927.10.7570	Tb927_10_v5.1	1903488	1904843	-	1356	6379	5433	5657	3635	4506	4823	1512	1303	1320	10928	9920	7699	1983	2425	2386	2287	2965	2493
Tb927.10.7580	Tb927_10_v5.1	1905906	1908938	-	3033	4056	3666	3384	2029	1678	1861	712	560	565	5918	5600	4099	2970	3426	3454	2111	2500	1969
Tb927.10.7590	Tb927_10_v5.1	1909291	1910130	-	840	2185	2033	2057	1365	1358	1469	3677	3109	2886	3043	2848	2177	1283	1763	1596	3334	4878	4053
Tb927.10.7600	Tb927_10_v5.1	1910823	1911920	-	1098	2523	2261	2320	2325	2512	2691	1928	1483	1552	3106	2778	2307	2235	2774	2559	2150	2978	2376
Tb927.10.7610	Tb927_10_v5.1	1912770	1917068	-	4299	7940	7124	6862	4142	3403	3997	1422	1227	1801	10191	9474	7056	3388	3918	3893	3141	3762	3004
Tb927.10.7620	Tb927_10_v5.1	1917843	1919816	-	1974	4218	3602	3599	3851	3953	4259	1710	1506	1649	4483	4217	3219	2388	3018	2872	2645	3336	2589
Tb927.10.7630	Tb927_10_v5.1	1920327	1923152	-	2826	4868	4353	4096	3385	3209	3315	1269	1176	951	5415	5099	3734	2770	3327	3238	2847	3738	2859
Tb927.10.7640	Tb927_10_v5.1	1923736	1924104	+	369	221	259	241	129	159	176	994	901	810	114	116	91	22	33	24	273	396	450
Tb927.10.7650	Tb927_10_v5.1	1927996	1928457	+	462	0	3	1	0	0	1	7	6	4	9	4	5	10	3	2	8	8	11
Tb927.10.7660	Tb927_10_v5.1	1929081	1929491	-	411	10	8	7	3	1	4	58	22	34	14	6	13	4	2	4	22	34	38
Tb927.10.7670	Tb927_10_v5.1	1930685	1931413	-	729	1647	1384	1309	1549	1595	1644	2142	1725	1841	2272	2096	1563	1687	2308	2076	1568	2067	1924
Tb927.10.7680	Tb927_10_v5.1	1932610	1934202	-	1593	3554	3206	3084	3325	3202	3878	3128	2512	2429	5442	4466	3317	2869	3201	3030	3310	4265	3717
Tb927.10.7690	Tb927_10_v5.1	1934727	1936901	-	2175	4945	4559	4008	4752	5079	4888	3482	2891	2454	5526	4876	3641	4035	4904	4520	3806	5013	4092
Tb927.10.7700	Tb927_10_v5.1	1938588	1940594	-	2007	2866	2671	2421	1761	1682	1639	562	541	441	5868	5502	4078	2245	2559	2588	1615	2091	1502
Tb927.10.7710	Tb927_10_v5.1	1941177	1941959	-	783	1525	1331	1255	1616	1974	2131	2456	2003	2246	2429	2071	1547	2121	2803	2486	1606	2155	1913
Tb927.10.7720	Tb927_10_v5.1	1942472	1942867	-	396	593	576	546	437	531	581	2544	2251	2274	1024	975	798	673	910	901	1579	2387	2105
Tb927.10.7730	Tb927_10_v5.1	1943211	1944362	-	1152	1199	1114	1043	1163	1202	1337	1113	878	1034	1070	1067	808	773	934	924	954	1350	1197
Tb927.10.7740	Tb927_10_v5.1	1945783	1948017	-	2235	3991	3539	3482	2736	2663	2858	1897	1625	1940	4272	4027	3067	2730	3236	3108	3058	3730	3100
Tb927.10.7750	Tb927_10_v5.1	1948299	1949054	-	756	1569	1399	1410	1210	1354	1475	2376	1804	2101	1794	1617	1387	1230	1511	1420	1893	2457	2084
Tb927.10.7760	Tb927_10_v5.1	1949421	1950014	-	594	1936	1855	1629	1299	1534	1516	3468	2839	2619	1896	1697	1287	648	876	743	1850	2367	2170
Tb927.10.7770	Tb927_10_v5.1	1951270	1951962	-	693	1661	1411	1280	1102	1222	1313	1792	1534	1459	1610	1350	1084	893	1109	1002	1494	1962	1684
Tb927.10.7780	Tb927_10_v5.1	1952269	1953321	-	1053	1329	1215	1103	994	1049	1117	2226	1729	2003	1391	1168	951	645	888	846	1841	2243	1997
Tb927.10.7790	Tb927_10_v5.1	1953583	1954503	-	921	2388	2139	1954	2610	2977	3115	2089	1778	1804	3134	2834	2259	3077	3902	3506	1550	1977	1689
Tb927.10.7800	Tb927_10_v5.1	1955347	1956510	-	1164	1973	1770	1668	1609	1673	1536	1884	1465	1237	2494	2175	1705	1589	1986	1896	2435	3211	2542
Tb927.10.7810	Tb927_10_v5.1	1956827	1958965	-	2139	5202	4407	4342	5192	5328	5984	4242	3369	3854	4514	4078	3024	3206	4107	3636	3578	4337	3965
Tb927.10.7820	Tb927_10_v5.1	1959340	1959762	-	423	704	727	632	521	634	697	1269	970	1182	659	556	414	271	400	385	690	1005	861
Tb927.10.7830	Tb927_10_v5.1	1960187	1961713	-	1527	1221	1040	1018	858	837	777	738	554	576	1500	1267	957	761	884	844	1278	1522	1259
Tb927.10.7840	Tb927_10_v5.1	1961936	1962832	-	897	2073	1875	1632	1835	2047	2212	5912	5153	4963	2541	1977	1510	1721	2423	2346	3314	4239	3443
Tb927.10.7850	Tb927_10_v5.1	1963386	1964111	-	726	1079	1067	990	689	830	884	2053	1630	1690	1368	1185	906	567	692	649	1336	1724	1713
Tb927.10.7860	Tb927_10_v5.1	1965815	1966465	-	651	1932	1816	1758	2250	2942	3149	2859	2587	2803	2610	2423	1802	2234	2856	2650	2208	2943	2835
Tb927.10.7870	Tb927_10_v5.1	1967199	1967774	-	576	749	666	588	765	911	1090	847	699	921	1352	1184	900	1243	1613	1447	665	902	827
Tb927.10.7880	Tb927_10_v5.1	1968304	1970259	-	1956	2531	2378	2044	2551	2512	2529	2537	2058	2375	2467	2088	1527	1607	2038	2013	2155	2707	2478
Tb927.10.7890	Tb927_10_v5.1	1973000	1975189	-	2190	2217	2008	1891	1351	1194	1275	352	306	290	2302	2198	1658	1462	1673	1619	820	953	744
Tb927.10.7900	Tb927_10_v5.1	1976287	1977444	-	1158	2426	2274	2058	1232	1059	1069	794	589	560	2258	2161	1601	925	1107	1076	1428	1765	1336
Tb927.10.7910	Tb927_10_v5.1	1977801	1978370	-	570	739	734	687	721	921	939	2155	1764	1870	863	787	551	571	801	706	1072	1561	1386
Tb927.10.7920	Tb927_10_v5.1	1979005	1979697	-	693	470	470	423	375	388	364	837	700	616	602	559	433	357	400	393	818	1043	885
Tb927.10.7925	Tb927_10_v5.1	1979950	1980231	-	282	591	543	512	340	411	424	2188	1864	2129	1806	1751	1324	1585	2236	2077	1656	2266	2005
Tb927.10.7930	Tb927_10_v5.1	1981284	1982939	-	1656	6353	5607	5301	7285	8540	8918	1398	1104	1292	8552	7902	6430	6840	7917	7904	2346	2979	2629
Tb927.10.7940	Tb927_10_v5.1	1983216	1984328	-	1113	1904	1758	1602	1438	1475	1565	2014	1492	1442	2959	2552	1945	2068	2528	2496	2651	3491	2747
Tb927.10.7950	Tb927_10_v5.1	1984473	1984820	+	348	794	803	712	853	844	884	1663	1137	1407	970	882	663	748	928	910	998	1185	1114
Tb927.10.7960	Tb927_10_v5.1	1985103	1985570	-	468	1104	949	906	987	1041	1060	1595	1407	1442	1350	1178	933	957	1242	1232	1219	1630	1428
Tb927.10.7970	Tb927_10_v5.1	1986046	1987146	-	1101	2498	2335	2061	1437	1510	1614	3016	2722	2232	2530	2220	1584	873	1217	1094	1992	2550	2240
Tb927.10.7980	Tb927_10_v5.1	1987553	1988878	-	1326	1457	1427	1349	900	950	941	1864	1375	1313	1766	1613	1249	709	864	944	2520	3605	2760
Tb927.10.7985	Tb927_10_v5.1	1989177	1989371	-	195	508	485	431	453	591	576	2209	1739	1832	1082	991	776	885	1340	1197	1305	1713	1432
Tb927.10.7990	Tb927_10_v5.1	1989796	1990845	-	1050	1983	1759	1779	2054	2445	2380	1944	1593	1542	3033	2474	1956	2699	3133	2938	1894	2405	1928
Tb927.10.8000	Tb927_10_v5.1	1991925	1995914	-	3990	4407	3882	3612	2710	2418	2438	1699	1359	2195	5627	5051	3859	3093	3798	3616	3149	3783	3061
Tb927.10.8010	Tb927_10_v5.1	1996177	1996911	-	735	1663	1559	1429	1079	1285	1274	4806	4259	3862	2159	1871	1393	715	994	895	2839	4154	3596
Tb927.10.8020	Tb927_10_v5.1	1997309	1999405	-	2097	7342	6637	6145	7557	8280	8539	3617	2937	2794	9017	7896	5608	4218	5041	4937	3065	3857	3074
Tb927.10.8030	Tb927_10_v5.1	2000894	2001661	-	768	974	762	743	1328	1613	1832	737	705	631	3213	2998	2179	3418	4195	3953	711	1011	885
Tb927.10.8040	Tb927_10_v5.1	2002232	2004319	-	2088	6943	6531	6252	8436	9563	10011	2754	2348	2589	5142	4657	3452	3962	4556	4325	2771	3697	3036
Tb927.10.8050	Tb927_10_v5.1	2007943	2008743	-	801	687	608	593	540	606	486	177	221	119	701	796	559	651	894	851	278	468	226
Tb927.10.8060	Tb927_10_v5.1	2009343	2010716	-	1374	3175	2819	2747	3141	3232	3479	2727	2081	1765	3267	3186	2191	2852	3656	3273	2006	2697	2064
Tb927.10.8070	Tb927_10_v5.1	2011282	2012760	-	1479	3205	3032	2753	1723	1868	1915	2195	1695	1814	2548	2267	1759	810	984	916	1866	2265	2194
Tb927.10.8080	Tb927_10_v5.1	2013053	2015275	-	2223	5928	5263	4888	4941	4935	5380	2099	1714	1848	5995	5014	3870	2816	3388	3204	2839	3592	2719
Tb927.10.8090	Tb927_10_v5.1	2015534	2016004	-	471	1469	1291	1239	1738	2146	2145	3005	2386	2295	2311	2063	1646	2175	2874	2535	1646	2443	1893
Tb927.10.8100	Tb927_10_v5.1	2016478	2017542	-	1065	1814	1666	1629	1379	1458	1467	3243	2739	2401	1942	1855	1281	1120	1550	1332	2612	3439	2813
Tb927.10.8110	Tb927_10_v5.1	2018724	2019548	-	825	1752	1618	1491	1109	1221	1121	1134	979	1263	2075	1817	1449	1086	1226	1220	1649	2094	1833
Tb927.10.8115	Tb927_10_v5.1	2020023	2020226	-	204	600	505	494	338	424	363	1836	1677	1383	1083	875	652	380	501	431	1342	1859	1617
Tb927.10.8120	Tb927_10_v5.1	2020457	2022799	-	2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tb927.10.8120	Tb927_10_v5.1	2020457	2023069	-	2613	411	372	308	233	181	199	296	231	166	526	473	363	237	293	237	518	639	464
Tb927.10.8130	Tb927_10_v5.1	2023264	2024493	-	1230	1876	1651	1787	1239	1282	1332	2646	2076	2284	2067	1879	1405	996	1239	1171	2723	3550	2876
Tb927.10.8140	Tb927_10_v5.1	2024787	2025272	-	486	955	783	814	701	824	771	4185	3885	3523	1528	1326	934	754	1006	926	2765	4047	3370
Tb927.10.8150	Tb927_10_v5.1	2025942	2026847	-	906	2906	2575	2535	2691	2822	2963	4090	3339	3019	3388	3213	2331	2197	2720	2620	3984	5065	4082
Tb927.10.8160	Tb927_10_v5.1	2027147	2027470	-	324	811	712	664	530	660	681	2216	1862	2178	1132	1042	847	625	778	751	1725	2489	1973
Tb927.10.8170	Tb927_10_v5.1	2027749	2031726	-	3978	7855	7176	6951	5067	4468	4842	1948	1589	2006	8919	8330	6076	4689	5404	5353	3962	5075	3767
Tb927.10.8180	Tb927_10_v5.1	2031928	2035539	-	3612	6536	5668	5210	3536	3174	3601	1096	866	1300	4452	3904	2854	2126	2317	2341	2151	2797	2367
Tb927.10.8190	Tb927_10_v5.1	2036525	2038138	-	1614	7081	6722	6335	8940	11654	11908	4535	3944	3929	13619	12103	9188	9748	11211	11362	3728	5079	4167
Tb927.10.8200	Tb927_10_v5.1	2038477	2039286	-	810	1803	1474	1470	1560	1619	1919	2939	2453	2627	2975	2781	1986	2405	3371	2819	2210	3072	2726
Tb927.10.8210	Tb927_10_v5.1	2039516	2041279	-	1764	2787	2555	2283	1967	1975	2014	2030	1598	1450	3505	2977	2378	1734	2136	1934	3241	4302	3672
Tb927.10.8220	Tb927_10_v5.1	2041474	2041863	-	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tb927.10.8220	Tb927_10_v5.1	2041474	2041995	-	522	296	255	278	207	287	304	1168	914	854	338	396	298	161	254	189	607	782	717
Tb927.10.8230	Tb927_10_v5.1	2043299	2044792	-	1494	13681	12940	12770	3536	4336	4504	3197	3731	3012	6177	5553	4148	1379	1836	1924	2511	3326	2840
Tb927.10.8240	Tb927_10_v5.1	2045457	2046581	-	1125	2818	2673	2434	3286	4130	3887	4583	4211	5432	2784	2384	1812	1952	2312	2180	3070	4116	4301
Tb927.10.8250	Tb927_10_v5.1	2046815	2047609	-	795	961	811	822	814	975	978	2131	1723	1844	1089	998	699	581	772	687	1361	1891	1601
Tb927.10.8260	Tb927_10_v5.1	2047829	2048395	-	567	507	535	468	337	378	397	1202	1124	914	714	604	465	251	312	305	872	1134	1042
Tb927.10.8270	Tb927_10_v5.1	2048610	2050832	-	2223	3267	2898	2768	2679	2911	3129	1242	998	1166	5461	4929	3699	3718	4612	4549	2507	2946	2502
Tb927.10.8275	Tb927_10_v5.1	2051181	2051474	-	294	565	461	469	519	646	622	1025	919	924	571	497	437	270	342	304	720	916	862
Tb927.10.8280	Tb927_10_v5.1	2051569	2052009	-	441	434	384	344	214	291	288	884	722	721	564	424	345	171	222	205	669	935	756
Tb927.10.8290	Tb927_10_v5.1	2052254	2054476	-	2223	3294	2868	2779	2612	2830	3138	1235	1008	1167	5307	4963	3723	3705	4561	4528	2341	2930	2576
Tb927.10.8295	Tb927_10_v5.1	2054826	2055119	-	294	862	796	736	904	1050	1031	1908	1517	1639	962	871	554	419	510	447	1113	1480	1281
Tb927.10.8300	Tb927_10_v5.1	2055163	2055654	-	492	1214	1166	1034	830	947	1018	2490	2142	1917	1555	1239	972	523	588	649	2013	2591	2309
Tb927.10.8310	Tb927_10_v5.1	2055911	2056762	-	852	1599	1331	1380	1608	1731	1949	3685	3281	3217	1887	1459	1133	1162	1456	1224	2145	2874	2649
Tb927.10.8320	Tb927_10_v5.1	2057210	2057584	-	375	1222	1057	942	1820	2600	2587	2435	2309	2151	5080	4514	3440	5948	7932	7104	1486	2136	1779
Tb927.10.8330	Tb927_10_v5.1	2058131	2058838	-	708	270	243	230	360	437	374	680	648	536	575	480	414	465	556	543	444	578	561
Tb927.10.8340	Tb927_10_v5.1	2060843	2061439	-	597	5	9	4	3	7	3	12	6	11	15	13	18	8	5	3	63	30	83
Tb927.10.8350	Tb927_10_v5.1	2064076	2064270	+	195	81	69	66	51	62	52	527	309	352	47	43	33	10	14	15	142	158	185
Tb927.10.8360	Tb927_10_v5.1	2064995	2066524	+	1530	147	128	113	84	98	85	147	153	146	214	182	129	113	193	134	181	222	235
Tb927.10.8360	Tb927_10_v5.1	2065085	2066524	+	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tb927.10.8370	Tb927_10_v5.1	2066938	2067474	+	537	709	661	616	376	437	411	2809	2536	2561	1233	1027	779	534	663	609	1409	1913	2053
Tb927.10.8375	Tb927_10_v5.1	2067741	2067956	+	216	1090	1026	1023	1156	1466	1531	4726	4466	5105	2011	1617	1203	960	1374	1277	2261	3124	2967
Tb927.10.8380	Tb927_10_v5.1	2068386	2068964	+	579	858	808	782	569	658	692	1978	1681	1616	1209	1081	805	507	757	774	1762	2321	1944
Tb927.10.8390	Tb927_10_v5.1	2069139	2080304	+	11166	3173	3101	3025	1379	993	1438	469	454	1041	6542	7259	5373	2300	2601	3032	769	952	848
Tb927.10.8400	Tb927_10_v5.1	2080717	2081601	+	885	2260	1789	1734	1104	1134	1194	2096	1836	1647	2705	2222	1771	746	882	983	1973	2728	2340
Tb927.10.8410	Tb927_10_v5.1	2082082	2082798	+	717	1208	1143	1032	874	953	1014	1274	1113	1095	2234	1980	1584	1223	1601	1452	1118	1592	1451
Tb927.10.8420	Tb927_10_v5.1	2083912	2091210	+	7299	6409	5804	5451	2686	2023	2530	678	756	1261	14007	13273	10314	6492	6998	7166	1769	2411	1659
Tb927.10.8430	Tb927_10_v5.1	2092016	2092444	+	429	4873	4510	4458	9511	13638	12149	20506	22459	19551	16379	15122	11871	19202	24164	22493	14040	26746	18943
Tb927.10.8440	Tb927_10_v5.1	2093459	2095042	+	1584	7183	6709	5663	2204	2831	2423	2450	2717	1844	737	593	442	90	104	108	567	685	770
Tb927.10.8450	Tb927_10_v5.1	2095852	2097435	+	1584	3123	2946	2577	1182	1367	1192	1404	1441	962	2292	2033	1554	249	313	305	642	778	751
Tb927.10.8460	Tb927_10_v5.1	2098241	2099824	+	1584	5973	6023	4827	2113	2523	2210	2116	2328	1593	1448	1309	993	190	199	211	668	797	815
Tb927.10.8470	Tb927_10_v5.1	2100630	2102213	+	1584	6980	6806	5689	2656	3108	2778	3116	3230	2183	4817	4525	3374	474	618	692	1327	1668	1536
Tb927.10.8480	Tb927_10_v5.1	2103019	2104602	+	1584	3820	3679	3033	1378	1580	1356	1535	1551	1030	1139	1121	765	112	162	174	459	579	569
Tb927.10.8490	Tb927_10_v5.1	2105581	2107170	+	1590	2445	2268	1975	1252	1448	1269	1976	1923	1199	10165	10574	7681	1078	1392	1428	1966	2711	2102
Tb927.10.8500	Tb927_10_v5.1	2108147	2109736	+	1590	2759	2411	2101	1405	1515	1300	1875	1919	1281	10911	10320	8001	1088	1387	1485	1973	2638	1930
Tb927.10.8510	Tb927_10_v5.1	2110712	2112301	+	1590	2080	2059	1790	1182	1280	1190	1719	1751	1177	9119	9370	6725	1001	1222	1315	1644	2443	1908
Tb927.10.8520	Tb927_10_v5.1	2113276	2114865	+	1590	2260	1949	1745	1213	1277	1208	1670	1653	1114	9268	9472	6622	956	1278	1249	1708	2389	1920
Tb927.10.8530	Tb927_10_v5.1	2115838	2117427	+	1590	1948	1804	1643	1050	1177	1085	1662	1588	1111	9233	9425	6776	955	1312	1250	1657	2401	1808
Tb927.10.8540	Tb927_10_v5.1	2118253	2119263	+	1011	2398	2349	2181	2692	3212	3244	2694	2308	2424	4058	3850	2991	3466	4400	3957	2218	3202	2816
Tb927.10.8560	Tb927_10_v5.1	2120113	2120793	+	681	1185	1070	1050	1042	1088	1000	3332	2942	3349	1433	1369	920	938	1242	1078	1831	2392	2286
Tb927.10.8570	Tb927_10_v5.1	2121359	2123224	+	1866	3136	2954	2629	2172	2269	2189	2072	1591	1891	1533	1642	1183	776	995	991	1545	2073	1911
Tb927.10.8580	Tb927_10_v5.1	2123858	2124430	+	573	828	846	778	891	849	924	1479	1246	1426	1131	979	687	838	1126	1019	869	1080	1051
Tb927.10.8585	Tb927_10_v5.1	2124792	2124968	+	177	350	367	348	275	406	370	1372	1400	1206	526	465	354	301	397	366	720	972	881
Tb927.10.8590	Tb927_10_v5.1	2125600	2129436	+	3837	5015	4740	4702	2268	2149	2122	1260	1034	952	5566	5052	3784	1923	2358	2443	2912	3737	2622
Tb927.10.8600	Tb927_10_v5.1	2130956	2134225	+	3270	5405	5086	4602	3433	3035	3319	1752	1321	2115	3970	3851	3014	2244	2559	2540	2366	2701	2402
Tb927.10.8610	Tb927_10_v5.1	2134652	2137309	+	2658	4050	3685	3374	2313	1871	2179	1392	1004	1527	4798	4576	3384	1838	2175	2011	1979	2344	2116
Tb927.10.8620	Tb927_10_v5.1	2137688	2138239	+	552	1094	944	867	905	1100	1134	1969	1545	1664	1580	1408	967	1068	1418	1341	1371	1930	1594
Tb927.10.8630	Tb927_10_v5.1	2138489	2139256	+	768	2863	2708	2453	3802	5579	5537	4380	4028	3354	3830	3175	2434	3597	4438	4008	2681	4037	3159
Tb927.10.8640	Tb927_10_v5.1	2139640	2140740	+	1101	1829	1856	1567	1743	1883	2099	3480	2784	2974	2651	2406	1811	2279	2902	2652	2795	3597	3148
Tb927.10.8650	Tb927_10_v5.1	2141183	2142196	+	1014	1338	1217	1109	1212	1247	1378	1525	1288	1131	2016	1621	1256	1619	1989	1826	1518	2073	1720
Tb927.10.8660	Tb927_10_v5.1	2142866	2143591	+	726	1652	1552	1476	2235	2499	2791	1720	1503	1680	1511	1384	1020	1199	1499	1494	1355	1865	1690
Tb927.10.8670	Tb927_10_v5.1	2144222	2144638	+	417	1517	1423	1212	1315	1404	1564	2239	1797	2055	1615	1309	972	976	1164	1127	1556	2056	1987
Tb927.10.8680	Tb927_10_v5.1	2145395	2146735	+	1341	884	931	857	603	629	632	548	497	395	1398	1304	1002	749	928	969	1257	1554	1087
Tb927.10.8690	Tb927_10_v5.1	2148363	2149373	+	1011	2003	1773	1707	1684	1770	1889	2796	2326	2004	2604	2438	1813	1937	2547	2435	2465	3090	2458
Tb927.10.8700	Tb927_10_v5.1	2150410	2150679	+	270	797	827	767	694	672	751	1152	1005	828	1192	1092	795	765	1048	910	1141	1522	1271
Tb927.10.8710	Tb927_10_v5.1	2151778	2152275	+	498	663	645	590	632	705	675	2113	1825	1612	965	908	641	660	975	926	1260	1647	1340
Tb927.10.8720	Tb927_10_v5.1	2153077	2154744	+	1668	4771	4696	4235	5892	6411	6466	1986	1747	1702	6427	5960	4449	5105	6225	6305	1817	2199	1790
Tb927.10.8730	Tb927_10_v5.1	2156159	2157748	+	1590	316	397	360	226	290	187	198	232	88	986	1256	858	344	460	448	451	711	237
Tb927.10.8740	Tb927_10_v5.1	2158259	2158630	+	372	109	132	139	110	110	120	172	112	75	302	486	329	145	238	196	208	298	165
Tb927.10.8750	Tb927_10_v5.1	2159805	2160827	+	1023	602	597	551	291	228	271	194	143	150	745	660	539	299	283	327	723	884	746
Tb927.10.8760	Tb927_10_v5.1	2161204	2162373	+	1170	758	756	672	397	348	375	262	165	157	739	724	576	321	402	363	590	771	710
Tb927.10.8770	Tb927_10_v5.1	2163164	2164420	+	1257	1654	1665	1554	1481	1376	1504	1029	665	738	799	806	580	442	521	517	735	932	800
Tb927.10.8780	Tb927_10_v5.1	2165297	2171806	+	6510	8444	7826	6993	4163	3118	3491	892	971	2000	9851	8818	6321	4443	4732	4979	1148	1240	1396
Tb927.10.8790	Tb927_10_v5.1	2172210	2173007	+	798	1505	1414	1262	1363	1367	1420	1365	1158	1121	2346	2129	1669	1876	2319	2150	1714	2302	1916
Tb927.10.8800	Tb927_10_v5.1	2173804	2175564	+	1761	4374	4122	3756	4312	4398	4557	2129	1725	2130	1230	955	796	528	528	554	1118	1290	1521
Tb927.10.8810	Tb927_10_v5.1	2176298	2179027	+	2730	2761	2520	2381	1748	1815	1883	1557	1214	1774	2257	1980	1514	1125	1250	1216	1686	1889	1897
Tb927.10.8820	Tb927_10_v5.1	2179895	2182195	+	2301	2404	2240	2365	1785	1646	1739	822	696	801	3034	3056	2432	2058	2488	2432	1455	1805	1465
Tb927.10.8830	Tb927_10_v5.1	2183969	2185726	+	1758	3668	3324	3028	2637	2708	2362	688	745	563	1960	1785	1327	1269	1474	1442	799	897	745
Tb927.10.8840	Tb927_10_v5.1	2188636	2189484	+	849	2090	1942	1852	1699	1900	1933	5019	4498	3748	2076	1761	1381	1004	1324	1118	2256	3094	2789
Tb927.10.8850	Tb927_10_v5.1	2190397	2192154	+	1758	3613	3312	3087	3614	3923	3823	2238	1950	1892	3197	2897	2144	2132	2777	2678	2470	3146	2729
Tb927.10.8860	Tb927_10_v5.1	2192783	2194423	+	1641	1883	1926	1834	1237	1138	1142	1015	907	949	992	867	617	351	390	491	892	1061	940
