# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/1762.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1762.1.all.q/B_sub_3/counts_CDS.txt" "/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam
Tb927.3.2380	Tb927_03_v5.1	604765	605085	+	321	1178
Tb927.3.2390	Tb927_03_v5.1	605628	606956	+	1329	4261
Tb927.3.2400	Tb927_03_v5.1	607321	608244	+	924	1188
Tb927.3.2410	Tb927_03_v5.1	608797	609693	+	897	3179
Tb927.3.2420	Tb927_03_v5.1	610112	610492	+	381	8214
Tb927.3.2430	Tb927_03_v5.1	610862	613624	+	2763	1119
Tb927.3.2440	Tb927_03_v5.1	614482	615702	+	1221	382
Tb927.3.2450	Tb927_03_v5.1	616993	617490	+	498	529
Tb927.3.2460	Tb927_03_v5.1	617808	618815	+	1008	2458
Tb927.3.2470	Tb927_03_v5.1	619537	621351	+	1815	2201
Tb927.3.2475	Tb927_03_v5.1	622435	622815	+	381	1615
Tb927.3.2477	Tb927_03_v5.1	623857	624054	+	198	1081
Tb927.3.2480	Tb927_03_v5.1	625140	625898	+	759	1581
Tb927.3.2490	Tb927_03_v5.1	626648	629539	+	2892	2893
Tb927.3.2500	Tb927_03_v5.1	631198	632385	-	1188	130
Tb927.3.2510	Tb927_03_v5.1;Tb927_03_v5.1	632832;632832	634202;633857	-;-	1371	220
Tb927.3.2520	Tb927_03_v5.1	635419	636393	-	975	48
Tb927.3.2530	Tb927_03_v5.1	636520	637371	-	852	61
Tb927.3.2540	Tb927_03_v5.1;Tb927_03_v5.1	637733;637733	638845;638956	-;-	1224	18
Tb927.3.2550	Tb927_03_v5.1	640907	641563	-	657	46
Tb927.3.2560	Tb927_03_v5.1	642421	643077	-	657	58
Tb927.3.2570	Tb927_03_v5.1	643935	644591	-	657	57
Tb927.3.2580	Tb927_03_v5.1	645449	646123	-	675	110
Tb927.3.2590	Tb927_03_v5.1	647032	647949	-	918	404
Tb927.3.2600	Tb927_03_v5.1	652522	659034	-	6513	2937
Tb927.3.2610	Tb927_03_v5.1	659787	662234	-	2448	525
Tb927.3.2620	Tb927_03_v5.1;Tb927_03_v5.1	662834;662834	668683;668887	-;-	6054	1798
Tb927.3.2630	Tb927_03_v5.1	670204	672552	-	2349	2789
Tb927.3.2640	Tb927_03_v5.1	673016	674149	-	1134	1084
Tb927.3.2650	Tb927_03_v5.1	674715	674936	-	222	2172
Tb927.3.2660	Tb927_03_v5.1	675209	677398	-	2190	2607
Tb927.3.2670	Tb927_03_v5.1	677840	678649	-	810	1702
Tb927.3.2680	Tb927_03_v5.1	679159	680754	-	1596	1938
Tb927.3.2690	Tb927_03_v5.1	682253	686038	-	3786	447
Tb927.3.2700	Tb927_03_v5.1	687015	688181	-	1167	1882
Tb927.3.2710	Tb927_03_v5.1	689701	692772	-	3072	690
Tb927.3.2720	Tb927_03_v5.1	693756	695060	-	1305	889
Tb927.3.2730	Tb927_03_v5.1	695723	700807	-	5085	1183
Tb927.3.2740	Tb927_03_v5.1	701653	702573	-	921	1142
Tb927.3.2750	Tb927_03_v5.1	703304	705919	-	2616	1543
Tb927.3.2760	Tb927_03_v5.1	706555	711231	-	4677	1616
Tb927.3.2770	Tb927_03_v5.1;Tb927_03_v5.1	711932;711932	715150;715342	-;-	3411	1805
Tb927.3.2780	Tb927_03_v5.1	716118	719426	-	3309	907
Tb927.3.2790	Tb927_03_v5.1	720110	723544	-	3435	542
Tb927.3.2800	Tb927_03_v5.1	724157	726163	-	2007	342
Tb927.3.2810	Tb927_03_v5.1	726539	731566	-	5028	1391
Tb927.3.2820	Tb927_03_v5.1	732032	733735	-	1704	1088
Tb927.3.2830	Tb927_03_v5.1	734433	735527	-	1095	2957
Tb927.3.2840	Tb927_03_v5.1	735988	736773	-	786	2270
Tb927.3.2850	Tb927_03_v5.1	737199	737813	-	615	1360
Tb927.3.2860	Tb927_03_v5.1	738680	739582	-	903	2309
Tb927.3.2870	Tb927_03_v5.1	740401	742365	-	1965	1129
Tb927.3.2880	Tb927_03_v5.1	743318	743632	-	315	2478
Tb927.3.2890	Tb927_03_v5.1	744287	745255	-	969	7239
Tb927.3.2900	Tb927_03_v5.1	746906	748162	-	1257	3462
Tb927.3.2910	Tb927_03_v5.1	749536	749946	-	411	683
Tb927.3.2920	Tb927_03_v5.1	750804	751811	-	1008	822
Tb927.3.2930	Tb927_03_v5.1	756578	757297	-	720	163
Tb927.3.2940	Tb927_03_v5.1	758484	759392	-	909	1393
Tb927.3.2950	Tb927_03_v5.1	760473	762752	-	2280	1938
Tb927.3.2960	Tb927_03_v5.1	763597	764580	-	984	2246
Tb927.3.2970	Tb927_03_v5.1	764994	765584	-	591	2549
Tb927.3.2980	Tb927_03_v5.1	766457	767326	-	870	1419
Tb927.3.2990	Tb927_03_v5.1	767838	768446	-	609	3197
Tb927.3.3000	Tb927_03_v5.1	769604	771304	-	1701	1639
Tb927.3.3010	Tb927_03_v5.1	771764	771988	-	225	2223
Tb927.3.3020	Tb927_03_v5.1	772495	773475	-	981	1239
Tb927.3.3030	Tb927_03_v5.1	774600	775709	-	1110	1492
Tb927.3.3040	Tb927_03_v5.1	777462	778265	-	804	2503
Tb927.3.3050	Tb927_03_v5.1	778755	781790	-	3036	1059
Tb927.3.3060	Tb927_03_v5.1	784857	785771	-	915	150
Tb927.3.3070	Tb927_03_v5.1	787225	789954	-	2730	352
Tb927.3.3080	Tb927_03_v5.1	790605	792107	-	1503	1459
Tb927.3.3090	Tb927_03_v5.1	792432	795323	-	2892	1545
Tb927.3.3100	Tb927_03_v5.1	795971	796339	-	369	2146
Tb927.3.3110	Tb927_03_v5.1	796976	800161	-	3186	1880
Tb927.3.3120	Tb927_03_v5.1	800708	802009	-	1302	2044
Tb927.3.3130	Tb927_03_v5.1	803274	808202	-	4929	1610
Tb927.3.3140	Tb927_03_v5.1	809070	809465	-	396	1469
Tb927.3.3150	Tb927_03_v5.1	809741	812098	-	2358	2141
Tb927.3.3160	Tb927_03_v5.1;Tb927_03_v5.1	813206;815060	814409;815319	-;-	1464	3369
Tb927.3.3170	Tb927_03_v5.1	815897	817861	-	1965	1453
Tb927.3.3180	Tb927_03_v5.1	818610	821588	-	2979	229
Tb927.3.3190	Tb927_03_v5.1	823161	824672	-	1512	725
Tb927.3.3200	Tb927_03_v5.1	827057	828109	-	1053	1848
Tb927.3.3210	Tb927_03_v5.1	828696	829235	-	540	955
Tb927.3.3220	Tb927_03_v5.1	830050	832755	-	2706	1611
Tb927.3.3230	Tb927_03_v5.1	833221	835050	-	1830	2485
Tb927.3.3240	Tb927_03_v5.1	835695	835919	-	225	1997
Tb927.3.3250	Tb927_03_v5.1	836366	837376	-	1011	2621
Tb927.3.3260	Tb927_03_v5.1	837686	838654	-	969	5128
Tb927.3.3270	Tb927_03_v5.1	840818	842281	-	1464	1928
Tb927.3.3280	Tb927_03_v5.1	843271	844605	-	1335	2131
Tb927.3.3290	Tb927_03_v5.1	845530	846948	-	1419	1026
Tb927.3.3300	Tb927_03_v5.1	848039	850483	-	2445	2000
Tb927.3.3310	Tb927_03_v5.1	850898	851554	-	657	21839
Tb927.3.3320	Tb927_03_v5.1	851801	852457	-	657	28542
Tb927.3.3330	Tb927_03_v5.1	853025	853450	-	426	2173
Tb927.3.3340	Tb927_03_v5.1	855193	857223	-	2031	480
Tb927.3.3350	Tb927_03_v5.1	858697	860253	-	1557	2184
Tb927.3.3360	Tb927_03_v5.1	860667	862067	-	1401	1011
Tb927.3.3370	Tb927_03_v5.1	862437	863609	-	1173	3308
Tb927.3.3380	Tb927_03_v5.1	865111	866205	-	1095	653
Tb927.3.3390	Tb927_03_v5.1	866616	868391	-	1776	1763
Tb927.3.3400	Tb927_03_v5.1	868667	870403	-	1737	1103
Tb927.3.3410	Tb927_03_v5.1	871164	872519	-	1356	1338
Tb927.3.3420	Tb927_03_v5.1	895831	896616	-	786	61
Tb927.3.3430	Tb927_03_v5.1	967381	967896	-	516	11
Tb927.3.3440	Tb927_03_v5.1	977888	978925	+	1038	1815
Tb927.3.3450	Tb927_03_v5.1	979573	980109	+	537	6001
Tb927.3.3460	Tb927_03_v5.1	980328	981779	+	1452	1185
Tb927.3.3470	Tb927_03_v5.1	982589	983131	+	543	994
Tb927.3.3480	Tb927_03_v5.1	983655	984008	+	354	615
Tb927.3.3490	Tb927_03_v5.1	985621	986436	+	816	3412
Tb927.3.3500	Tb927_03_v5.1	987719	988804	+	1086	2067
Tb927.3.3510	Tb927_03_v5.1	989200	990675	+	1476	1388
Tb927.3.3520	Tb927_03_v5.1	991358	992641	+	1284	977
Tb927.3.3530	Tb927_03_v5.1	993469	994611	+	1143	2288
Tb927.3.3540	Tb927_03_v5.1	994998	996533	+	1536	1384
Tb927.3.3550	Tb927_03_v5.1	996854	1000345	+	3492	382
Tb927.3.3560	Tb927_03_v5.1	1001768	1003642	+	1875	735
Tb927.3.3570	Tb927_03_v5.1	1005410	1005898	+	489	2872
Tb927.3.3580	Tb927_03_v5.1	1006678	1008999	+	2322	2127
Tb927.3.3590	Tb927_03_v5.1	1010115	1012133	+	2019	3103
Tb927.3.3600	Tb927_03_v5.1	1014002	1014478	+	477	1059
Tb927.3.3610	Tb927_03_v5.1	1014846	1015931	+	1086	939
Tb927.3.3620	Tb927_03_v5.1	1016724	1017194	+	471	1216
Tb927.3.3630	Tb927_03_v5.1	1018362	1019186	+	825	758
Tb927.3.3640	Tb927_03_v5.1	1020366	1022621	+	2256	1009
Tb927.3.3650	Tb927_03_v5.1	1022896	1024569	+	1674	1112
Tb927.3.3660	Tb927_03_v5.1	1025518	1026312	+	795	1447
Tb927.3.3670	Tb927_03_v5.1	1027144	1029015	+	1872	2747
Tb927.3.3680	Tb927_03_v5.1	1029507	1029920	+	414	1304
Tb927.3.3690	Tb927_03_v5.1	1030636	1032282	+	1647	1476
Tb927.3.3700	Tb927_03_v5.1	1033431	1033898	+	468	2324
Tb927.3.3710	Tb927_03_v5.1	1034040	1034816	+	777	2300
Tb927.3.3720	Tb927_03_v5.1	1035275	1035634	+	360	1506
Tb927.3.3730	Tb927_03_v5.1	1037620	1043157	+	5538	3310
Tb927.3.3740	Tb927_03_v5.1	1044183	1046048	+	1866	644
Tb927.3.3750	Tb927_03_v5.1	1047551	1048081	+	531	2425
Tb927.3.3760	Tb927_03_v5.1	1050464	1050898	+	435	2590
Tb927.3.3770	Tb927_03_v5.1	1051543	1052403	+	861	1130
Tb927.3.3780	Tb927_03_v5.1	1053583	1054017	+	435	3663
Tb927.3.3790	Tb927_03_v5.1	1054662	1055522	+	861	1184
Tb927.3.3800	Tb927_03_v5.1;Tb927_03_v5.1	1056000;1056327	1059074;1059074	+;+	3075	1845
Tb927.3.3810	Tb927_03_v5.1	1059495	1060571	+	1077	1367
Tb927.3.3820	Tb927_03_v5.1	1061367	1062587	+	1221	1313
Tb927.3.3830	Tb927_03_v5.1	1063644	1064780	+	1137	1711
Tb927.3.3840	Tb927_03_v5.1	1065182	1066234	+	1053	2771
Tb927.3.3850	Tb927_03_v5.1	1066556	1070719	+	4164	1171
Tb927.3.3860	Tb927_03_v5.1	1071443	1075192	+	3750	580
Tb927.3.3870	Tb927_03_v5.1	1076071	1079769	+	3699	1033
Tb927.3.3880	Tb927_03_v5.1	1080873	1081286	+	414	2887
Tb927.3.3890	Tb927_03_v5.1	1081994	1082956	+	963	1214
Tb927.3.3900	Tb927_03_v5.1	1084019	1085884	+	1866	482
Tb927.3.3910	Tb927_03_v5.1	1088132	1089199	+	1068	1892
Tb927.3.3920	Tb927_03_v5.1	1089619	1090761	+	1143	652
Tb927.3.3930	Tb927_03_v5.1	1092097	1093377	+	1281	265
Tb927.3.3940	Tb927_03_v5.1	1097682	1099463	+	1782	84
Tb927.3.3950	Tb927_03_v5.1	1107571	1109223	+	1653	2544
Tb927.3.3960	Tb927_03_v5.1	1110465	1111598	+	1134	865
Tb927.3.3970	Tb927_03_v5.1	1114192	1115085	+	894	2595
Tb927.3.3980	Tb927_03_v5.1	1116802	1118163	+	1362	1680
Tb927.3.3990	Tb927_03_v5.1	1119194	1120510	+	1317	2304
Tb927.3.4000	Tb927_03_v5.1	1121110	1121589	+	480	3161
Tb927.3.4005	Tb927_03_v5.1	1123656	1123844	+	189	341
Tb927.3.4010	Tb927_03_v5.1	1124707	1125297	-	591	31
Tb927.3.4020	Tb927_03_v5.1	1127210	1134148	-	6939	274
Tb927.3.4030	Tb927_03_v5.1	1135385	1139026	-	3642	611
Tb927.3.4040	Tb927_03_v5.1	1140259	1142118	-	1860	936
Tb927.3.4050	Tb927_03_v5.1	1142656	1143153	-	498	2197
Tb927.3.4060	Tb927_03_v5.1	1143431	1146001	-	2571	1303
Tb927.3.4070	Tb927_03_v5.1	1148265	1150052	-	1788	2932
Tb927.3.4080	Tb927_03_v5.1	1150562	1152313	-	1752	2631
Tb927.3.4090	Tb927_03_v5.1	1152862	1154649	-	1788	1262
Tb927.3.4100	Tb927_03_v5.1	1155211	1156968	-	1758	1677
Tb927.3.4110	Tb927_03_v5.1	1157502	1159289	-	1788	2597
Tb927.3.4120	Tb927_03_v5.1	1160791	1162824	-	2034	1520
Tb927.3.4130	Tb927_03_v5.1	1163487	1164068	-	582	2453
Tb927.3.4140	Tb927_03_v5.1	1164410	1166095	-	1686	3635
Tb927.3.4150	Tb927_03_v5.1	1167017	1168369	-	1353	1467
Tb927.3.4160	Tb927_03_v5.1	1170160	1171125	-	966	1571
Tb927.3.4170	Tb927_03_v5.1	1171660	1172073	-	414	1132
Tb927.3.4180	Tb927_03_v5.1	1173210	1174436	-	1227	2077
Tb927.3.4190	Tb927_03_v5.1	1176215	1178152	-	1938	1388
Tb927.3.4200	Tb927_03_v5.1	1178789	1179454	-	666	2822
Tb927.3.4210	Tb927_03_v5.1	1179908	1185220	-	5313	693
Tb927.3.4220	Tb927_03_v5.1	1186243	1188843	-	2601	1216
Tb927.3.4230	Tb927_03_v5.1	1190317	1194483	-	4167	962
Tb927.3.4240	Tb927_03_v5.1	1195175	1195777	-	603	2991
Tb927.3.4250	Tb927_03_v5.1	1196904	1197572	-	669	765
Tb927.3.4260	Tb927_03_v5.1	1198788	1199894	-	1107	960
Tb927.3.4270	Tb927_03_v5.1	1202789	1205539	-	2751	464
Tb927.3.4280	Tb927_03_v5.1	1206170	1208542	-	2373	2145
Tb927.3.4290	Tb927_03_v5.1	1208864	1210633	-	1770	5366
Tb927.3.4300	Tb927_03_v5.1	1211027	1212796	-	1770	5514
Tb927.3.4310	Tb927_03_v5.1	1213190	1214959	-	1770	5437
Tb927.3.4320	Tb927_03_v5.1	1215353	1217122	-	1770	5520
Tb927.3.4330	Tb927_03_v5.1	1217516	1219285	-	1770	4677
Tb927.3.4340	Tb927_03_v5.1	1219486	1220559	-	1074	2481
Tb927.3.4350	Tb927_03_v5.1	1220869	1223193	-	2325	1647
Tb927.3.4360	Tb927_03_v5.1	1223453	1223845	-	393	7192
Tb927.3.4370	Tb927_03_v5.1	1224042	1225736	-	1695	795
Tb927.3.4380	Tb927_03_v5.1	1226005	1227444	-	1440	2139
Tb927.3.4390	Tb927_03_v5.1	1227814	1229331	-	1518	2368
Tb927.3.4400	Tb927_03_v5.1	1239476	1240558	-	1083	3701
Tb927.3.4410	Tb927_03_v5.1	1240825	1241487	-	663	2745
Tb927.3.4420	Tb927_03_v5.1	1241845	1243176	-	1332	1812
Tb927.3.4430	Tb927_03_v5.1	1243455	1245281	-	1827	2202
Tb927.3.4440	Tb927_03_v5.1	1245829	1246869	-	1041	2749
Tb927.3.4450	Tb927_03_v5.1	1247753	1248361	-	609	3031
Tb927.3.4460	Tb927_03_v5.1	1248831	1249997	-	1167	2466
Tb927.3.4470	Tb927_03_v5.1	1251153	1252631	-	1479	2431
Tb927.3.4480	Tb927_03_v5.1	1253025	1253471	-	447	3186
Tb927.3.4490	Tb927_03_v5.1	1254394	1256232	-	1839	1456
Tb927.3.4500	Tb927_03_v5.1	1257999	1259696	-	1698	552
Tb927.3.4510	Tb927_03_v5.1	1260457	1264452	-	3996	1917
Tb927.3.4520	Tb927_03_v5.1	1265164	1266018	-	855	1946
Tb927.3.4530	Tb927_03_v5.1	1266277	1267044	-	768	1636
Tb927.3.4540	Tb927_03_v5.1	1267258	1268748	-	1491	1642
Tb927.3.4550	Tb927_03_v5.1	1269073	1271100	-	2028	1328
Tb927.3.4560	Tb927_03_v5.1	1273860	1275755	-	1896	562
Tb927.3.4570	Tb927_03_v5.1	1276960	1279149	-	2190	860
Tb927.3.4580	Tb927_03_v5.1	1280123	1282708	-	2586	2051
Tb927.3.4590	Tb927_03_v5.1	1287351	1288268	-	918	108
Tb927.3.4600	Tb927_03_v5.1	1289776	1293015	-	3240	2946
Tb927.3.4610	Tb927_03_v5.1	1293531	1302836	-	9306	1334
Tb927.3.4620	Tb927_03_v5.1	1303395	1307639	-	4245	1373
Tb927.3.4630	Tb927_03_v5.1	1308545	1313572	-	5028	1101
Tb927.3.4640	Tb927_03_v5.1	1315276	1316112	-	837	518
Tb927.3.4650	Tb927_03_v5.1	1317239	1317904	-	666	1218
Tb927.3.4660	Tb927_03_v5.1	1318525	1320315	-	1791	2475
Tb927.3.4670	Tb927_03_v5.1	1321695	1322981	-	1287	1769
Tb927.3.4680	Tb927_03_v5.1	1323976	1325313	-	1338	2674
Tb927.3.4690	Tb927_03_v5.1	1325946	1327187	-	1242	1590
Tb927.3.4700	Tb927_03_v5.1;Tb927_03_v5.1	1327586;1327586	1328737;1328773	-;-	1188	2452
Tb927.3.4710	Tb927_03_v5.1	1330991	1332631	-	1641	562
Tb927.3.4720	Tb927_03_v5.1	1334486	1336468	-	1983	1130
Tb927.3.4730	Tb927_03_v5.1	1336737	1337888	-	1152	2570
Tb927.3.4740	Tb927_03_v5.1	1338096	1339370	-	1275	1615
Tb927.3.4750	Tb927_03_v5.1	1339741	1342356	-	2616	1447
Tb927.3.4760	Tb927_03_v5.1	1344510	1346492	-	1983	956
Tb927.3.4770	Tb927_03_v5.1	1346761	1347912	-	1152	2632
Tb927.3.4780	Tb927_03_v5.1	1348120	1349394	-	1275	1463
Tb927.3.4790	Tb927_03_v5.1	1349765	1352380	-	2616	1438
Tb927.3.4800	Tb927_03_v5.1	1352639	1354498	-	1860	3534
Tb927.3.4810	Tb927_03_v5.1;Tb927_03_v5.1	1354950;1354950	1355759;1355801	-;-	852	2602
Tb927.3.4820	Tb927_03_v5.1	1357383	1358300	-	918	1564
Tb927.3.4830	Tb927_03_v5.1	1360573	1361247	-	675	1388
Tb927.3.4840	Tb927_03_v5.1	1362003	1364198	-	2196	3021
Tb927.3.4850	Tb927_03_v5.1	1365572	1366375	-	804	2362
Tb927.3.4860	Tb927_03_v5.1	1368289	1369407	-	1119	1320
Tb927.3.4870	Tb927_03_v5.1;Tb927_03_v5.1	1369724;1369724	1370695;1370764	-;-	1041	2141
Tb927.3.4880	Tb927_03_v5.1	1372191	1372739	-	549	2733
Tb927.3.4890	Tb927_03_v5.1	1372947	1373561	-	615	2196
Tb927.3.4900	Tb927_03_v5.1	1376060	1377436	+	1377	3964
Tb927.3.4910	Tb927_03_v5.1	1377662	1378720	+	1059	6509
Tb927.3.4920	Tb927_03_v5.1	1379439	1380575	+	1137	1654
Tb927.3.4930	Tb927_03_v5.1	1382459	1383085	+	627	1196
Tb927.3.4940	Tb927_03_v5.1	1383312	1385561	+	2250	918
Tb927.3.4950	Tb927_03_v5.1	1387003	1388502	+	1500	5444
Tb927.3.4960	Tb927_03_v5.1	1389072	1393856	+	4785	3841
Tb927.3.4970	Tb927_03_v5.1	1395382	1398573	+	3192	1292
Tb927.3.4980	Tb927_03_v5.1	1399310	1400962	+	1653	1146
Tb927.3.4990	Tb927_03_v5.1	1402256	1403275	+	1020	2229
Tb927.3.5000	Tb927_03_v5.1	1404022	1405722	+	1701	2020
Tb927.3.5010	Tb927_03_v5.1	1406292	1406873	+	582	2161
Tb927.3.5020	Tb927_03_v5.1	1408124	1412365	+	4242	1047
Tb927.3.5030	Tb927_03_v5.1	1412962	1415199	+	2238	1462
Tb927.3.5040	Tb927_03_v5.1	1415779	1417473	+	1695	2945
Tb927.3.5050	Tb927_03_v5.1	1417717	1418841	+	1125	21011
Tb927.3.5060	Tb927_03_v5.1	1419145	1420188	+	1044	2636
Tb927.3.5070	Tb927_03_v5.1	1421239	1423176	+	1938	1932
Tb927.3.5080	Tb927_03_v5.1	1424370	1425965	+	1596	1240
Tb927.3.5090	Tb927_03_v5.1	1429044	1429640	+	597	2013
Tb927.3.5100	Tb927_03_v5.1	1430609	1433425	+	2817	1349
Tb927.3.5110	Tb927_03_v5.1	1433835	1435292	+	1458	3362
Tb927.3.5120	Tb927_03_v5.1	1435684	1437804	+	2121	504
Tb927.3.5130	Tb927_03_v5.1	1438364	1439500	+	1137	2668
Tb927.3.5140	Tb927_03_v5.1	1441259	1443547	+	2289	607
Tb927.3.5150	Tb927_03_v5.1	1445889	1446878	+	990	2320
Tb927.3.5160	Tb927_03_v5.1	1447852	1451550	+	3699	1851
Tb927.3.5170	Tb927_03_v5.1	1452148	1453389	+	1242	2277
Tb927.3.5180	Tb927_03_v5.1	1453906	1454316	+	411	3476
Tb927.3.5190	Tb927_03_v5.1	1456977	1458053	+	1077	743
Tb927.3.5200	Tb927_03_v5.1	1459489	1460199	+	711	1524
Tb927.3.5210	Tb927_03_v5.1	1461094	1462050	+	957	721
Tb927.3.5220	Tb927_03_v5.1	1463833	1465599	+	1767	326
Tb927.3.5230	Tb927_03_v5.1	1468811	1470244	+	1434	1194
Tb927.3.5240	Tb927_03_v5.1	1470948	1472693	+	1746	1693
Tb927.3.5250	Tb927_03_v5.1	1473439	1475178	+	1740	93
Tb927.3.5260	Tb927_03_v5.1	1479767	1481176	+	1410	2508
Tb927.3.5270	Tb927_03_v5.1	1481791	1482279	+	489	1826
Tb927.3.5280	Tb927_03_v5.1	1482820	1483596	+	777	2687
Tb927.3.5290	Tb927_03_v5.1	1484186	1487020	+	2835	1563
Tb927.3.5300	Tb927_03_v5.1	1487683	1488201	+	519	3600
Tb927.3.5310	Tb927_03_v5.1	1488667	1495053	+	6387	3538
Tb927.3.5320	Tb927_03_v5.1	1496089	1497300	+	1212	3894
Tb927.3.5330	Tb927_03_v5.1	1497803	1498630	+	828	1950
Tb927.3.5340	Tb927_03_v5.1	1499136	1500290	+	1155	3453
Tb927.3.5350	Tb927_03_v5.1	1500815	1501132	+	318	1782
Tb927.3.5360	Tb927_03_v5.1	1502273	1503097	+	825	1593
Tb927.3.5370	Tb927_03_v5.1	1504126	1505067	+	942	1510
Tb927.3.5380	Tb927_03_v5.1	1505862	1507415	+	1554	1822
Tb927.3.5390	Tb927_03_v5.1	1508267	1509814	+	1548	234
Tb927.3.5400	Tb927_03_v5.1	1512105	1513823	+	1719	2441
Tb927.3.5410	Tb927_03_v5.1	1514465	1515076	+	612	2350
Tb927.3.5420	Tb927_03_v5.1	1515728	1518439	+	2712	1400
Tb927.3.5430	Tb927_03_v5.1	1519765	1520580	+	816	1534
Tb927.3.5440	Tb927_03_v5.1	1521398	1525891	+	4494	1355
Tb927.3.5450	Tb927_03_v5.1	1526227	1528926	+	2700	1776
Tb927.3.5460	Tb927_03_v5.1	1529808	1531373	+	1566	1844
Tb927.3.5470	Tb927_03_v5.1	1531821	1532348	+	528	3852
Tb927.3.5480	Tb927_03_v5.1	1533109	1534572	+	1464	733
Tb927.3.5490	Tb927_03_v5.1	1535250	1537319	+	2070	1535
Tb927.3.5500	Tb927_03_v5.1	1538252	1539265	+	1014	2451
Tb927.3.5510	Tb927_03_v5.1	1539599	1542178	+	2580	1427
Tb927.3.5520	Tb927_03_v5.1	1542913	1545648	+	2736	1684
Tb927.3.5530	Tb927_03_v5.1	1547572	1554963	+	7392	607
Tb927.3.5540	Tb927_03_v5.1	1556101	1557705	+	1605	1021
Tb927.3.5550	Tb927_03_v5.1	1558311	1558862	+	552	1211
Tb927.3.5560	Tb927_03_v5.1	1559620	1559952	+	333	5355
Tb927.3.5570	Tb927_03_v5.1	1560401	1561183	+	783	4067
Tb927.3.5580	Tb927_03_v5.1	1561871	1563040	+	1170	5029
Tb927.3.5590	Tb927_03_v5.1	1563415	1565502	+	2088	2186
Tb927.3.5600	Tb927_03_v5.1	1565904	1566719	+	816	3048
Tb927.3.5610	Tb927_03_v5.1	1567002	1568423	+	1422	1822
Tb927.3.5620	Tb927_03_v5.1	1568735	1571803	+	3069	923
Tb927.3.5630	Tb927_03_v5.1	1572763	1573698	+	936	3607
Tb927.3.5640	Tb927_03_v5.1	1573986	1575623	+	1638	2385
Tb927.3.5650	Tb927_03_v5.1	1576075	1578864	+	2790	1292
Tb927.3.5660	Tb927_03_v5.1	1580707	1581873	+	1167	1427
Tb927.3.5670	Tb927_03_v5.1	1583404	1584075	+	672	1654
Tb927.3.5680	Tb927_03_v5.1	1586000	1587472	+	1473	435
Tb927.3.5690	Tb927_03_v5.1	1592952	1593944	+	993	5195
Tb927.3.5700	Tb927_03_v5.1	1594768	1595829	+	1062	0
Tb927.3.5710	Tb927_03_v5.1	1596646	1597707	+	1062	1
Tb927.3.5720	Tb927_03_v5.1	1598458	1599522	+	1065	0
Tb927.3.5730	Tb927_03_v5.1	1600338	1601399	+	1062	0
Tb927.3.5740	Tb927_03_v5.1	1602021	1602329	+	309	177
Tb927.3.5750	Tb927_03_v5.1	1603691	1604374	-	684	198
Tb927.3.5760	Tb927_03_v5.1	1607474	1608361	-	888	16
Tb927.3.5770	Tb927_03_v5.1	1611685	1612137	-	453	319
Tb927.3.5780	Tb927_03_v5.1	1618404	1618931	+	528	842
Tb927.3.5790	Tb927_03_v5.1	1621079	1622149	+	1071	1635
Tb927.3.5800	Tb927_03_v5.1	1624569	1625552	+	984	2256
Tb927.3.5810	Tb927_03_v5.1	1626017	1627306	+	1290	2684
Tb927.3.5820	Tb927_03_v5.1	1627487	1628605	+	1119	4137
Tb927.3.5830	Tb927_03_v5.1	1628735	1629709	+	975	1408
Tb927.3.5850	Tb927_03_v5.1	1637901	1639307	-	1407	1
Tb927.3.5860	Tb927_03_v5.1	1641297	1642892	-	1596	4
Tb927.3.5870	Tb927_03_v5.1	1644624	1645145	-	522	2
Tb927.3.5880	Tb927_03_v5.1	1645938	1647395	-	1458	1
Tb927.3.5890	Tb927_03_v5.1	1648544	1650097	-	1554	2
Tb927.3.5900	Tb927_03_v5.1	1651984	1653225	-	1242	2
Tb09.v4.0162	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	120;221	218;397	+;+	276	0
Tb09.v4.0163	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	2942;3541;4364	3538;4362;4558	+;+;+	1614	0
Tb09.v4.0164	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	6432;6767;6960	6764;6958;7850	+;+;+	1416	0
Tb09.v4.0165	tryp_IXb-68a05.p2k3050;tryp_IXb-68a05.p2k3050	13072;13245	13242;13433	+;+	360	0
Tb09.v4.0166	tryp_IXb-68a05.p2k3050	15190	16749	+	1560	1
Tb09.v4.0167	tryp_IXb-68a05.p2k3050	17995	19032	+	1038	1
Tb09.v4.0168	tryp_IXb-68a05.p2k3050	19221	20786	+	1566	0
Tb09.v4.0169	tryp_IXb-68a05.p2k3050	22621	24081	+	1461	0
Tb09.v4.0170	tryp_IXb-68a05.p2k3050	26400	27527	+	1128	1
